,ACCEL_XOUT,ACCEL_YOUT,ACCEL_ZOUT,GYRO_ZOUT,GYRO_YOUT,GYRO_XOUT,pktID,msFromStart,epoch
0,-0.10009765625,1.00830078125,0.02001953125,-0.24390243902439027,1.2195121951219514,0.0,5141.0,199494.0,1670444181.19995
1,-0.09912109375,1.009765625,0.01806640625,-0.12195121951219513,0.9756097560975611,0.12195121951219513,5141.0,199494.0,1670444181.19995
2,-0.09423828125,1.0078125,0.0224609375,-0.48780487804878053,0.6707317073170732,0.12195121951219513,5141.0,199494.0,1670444181.19995
3,-0.0986328125,1.0126953125,0.01953125,-0.426829268292683,0.6707317073170732,0.06097560975609757,5141.0,199494.0,1670444181.19995
4,-0.09619140625,1.0029296875,0.01953125,-0.48780487804878053,0.9756097560975611,0.06097560975609757,5141.0,199494.0,1670444181.19995
5,-0.10107421875,1.0068359375,0.02099609375,-0.48780487804878053,0.7317073170731708,0.1829268292682927,5141.0,199494.0,1670444181.19995
6,-0.09375,1.0087890625,0.02978515625,-0.30487804878048785,0.7317073170731708,0.1829268292682927,5141.0,199494.0,1670444181.19995
7,-0.09521484375,1.01123046875,0.015625,-0.30487804878048785,1.0365853658536586,-0.06097560975609757,5141.0,199494.0,1670444181.19995
8,-0.09521484375,1.01220703125,0.01416015625,-0.12195121951219513,1.1585365853658538,0.24390243902439027,5141.0,199494.0,1670444181.19995
9,-0.095703125,1.0107421875,0.0185546875,-0.5487804878048781,0.9146341463414634,0.426829268292683,5141.0,199494.0,1670444181.19995
10,-0.09423828125,1.00830078125,0.02392578125,-0.24390243902439027,1.0365853658536586,0.1829268292682927,5141.0,199494.0,1670444181.19995
11,-0.09033203125,1.00927734375,0.02197265625,-0.6097560975609757,0.9756097560975611,-0.06097560975609757,5141.0,199494.0,1670444181.19995
12,-0.0947265625,1.01123046875,0.02099609375,-0.5487804878048781,0.853658536585366,0.3658536585365854,5141.0,199494.0,1670444181.19995
13,-0.09765625,1.00537109375,0.02294921875,-0.3658536585365854,0.7317073170731708,0.12195121951219513,5141.0,199494.0,1670444181.19995
14,-0.09716796875,1.01220703125,0.02197265625,-0.3658536585365854,0.48780487804878053,-0.24390243902439027,5141.0,199494.0,1670444181.19995
15,-0.10205078125,1.0146484375,0.01953125,-0.426829268292683,0.6097560975609757,0.0,5141.0,199494.0,1670444181.19995
16,-0.10595703125,1.013671875,0.01904296875,-0.3658536585365854,0.9756097560975611,0.0,5141.0,199494.0,1670444181.19995
17,-0.09375,1.01318359375,0.01953125,-0.3658536585365854,0.9146341463414634,0.24390243902439027,5141.0,199494.0,1670444181.19995
18,-0.09521484375,1.0048828125,0.02392578125,-0.12195121951219513,0.5487804878048781,-0.06097560975609757,5141.0,199494.0,1670444181.19995
19,-0.0927734375,1.00537109375,0.021484375,-0.24390243902439027,1.0365853658536586,0.0,5141.0,199494.0,1670444181.19995
20,-0.0966796875,1.00537109375,0.0224609375,-0.24390243902439027,0.853658536585366,-0.06097560975609757,5141.0,199494.0,1670444181.19995
21,-0.09619140625,1.01318359375,0.01806640625,-0.3658536585365854,0.9146341463414634,0.0,5141.0,199494.0,1670444181.19995
22,-0.0908203125,1.0068359375,0.01611328125,-0.30487804878048785,0.9756097560975611,0.12195121951219513,5141.0,199494.0,1670444181.19995
23,-0.1005859375,1.0126953125,0.01953125,-0.426829268292683,0.7926829268292683,-0.12195121951219513,5141.0,199494.0,1670444181.19995
24,-0.1025390625,1.00439453125,0.02392578125,-0.5487804878048781,0.7317073170731708,0.1829268292682927,5141.0,199494.0,1670444181.19995
25,-0.09326171875,1.01171875,0.02392578125,-0.30487804878048785,1.0365853658536586,0.0,5141.0,199494.0,1670444181.19995
26,-0.09765625,1.0126953125,0.025390625,-0.5487804878048781,0.7317073170731708,0.12195121951219513,5141.0,199494.0,1670444181.19995
27,-0.09716796875,1.00634765625,0.02490234375,-0.12195121951219513,0.9756097560975611,-0.1829268292682927,5141.0,199494.0,1670444181.19995
28,-0.09521484375,1.013671875,0.017578125,-0.30487804878048785,0.7317073170731708,0.12195121951219513,5141.0,199494.0,1670444181.19995
29,-0.09228515625,1.01318359375,0.0146484375,-0.24390243902439027,0.7926829268292683,0.12195121951219513,5141.0,199494.0,1670444181.19995
30,-0.09375,1.0078125,0.01806640625,-0.6097560975609757,0.853658536585366,-0.12195121951219513,5141.0,199494.0,1670444181.19995
31,-0.09423828125,0.99951171875,0.01904296875,-0.6097560975609757,1.0365853658536586,0.12195121951219513,5141.0,199494.0,1670444181.19995
32,-0.0986328125,1.0087890625,0.0244140625,-0.1829268292682927,0.853658536585366,-0.06097560975609757,5141.0,199494.0,1670444181.19995
33,-0.09326171875,1.0068359375,0.01953125,-0.48780487804878053,0.853658536585366,0.0,5141.0,199494.0,1670444181.19995
