,_415,_445,_480,_515,_clear_1,_nir_1,_555,_590,_630,_680,_clear_2,_nir_2,flicker,timestamp,epoch
0,543.0,905.0,1326.0,1913.0,7069.0,1486.0,3149.0,3410.0,4237.0,3688.0,7068.0,1486.0,1.0,13005.0,1666382422.0593894
1,546.0,911.0,1336.0,1926.0,7100.0,1490.0,3163.0,3426.0,4254.0,3715.0,7107.0,1493.0,1.0,18087.0,1666382427.068759
2,546.0,908.0,1341.0,1936.0,7103.0,1496.0,2994.0,3281.0,4076.0,3697.0,6947.0,1480.0,1.0,22985.0,1666382432.0507135
3,538.0,900.0,1315.0,1899.0,7034.0,1474.0,3180.0,3454.0,4284.0,3749.0,7175.0,1504.0,1.0,28107.0,1666382437.0757964
4,573.0,952.0,1401.0,2021.0,7406.0,1556.0,3263.0,3541.0,4398.0,3870.0,7335.0,1540.0,1.0,32985.0,1666382442.0700307
5,560.0,934.0,1369.0,1977.0,7270.0,1530.0,3235.0,3506.0,4362.0,3819.0,7282.0,1534.0,1.0,38087.0,1666382447.1324675
6,561.0,934.0,1371.0,1979.0,7280.0,1534.0,3233.0,3505.0,4360.0,3817.0,7277.0,1532.0,1.0,43005.0,1666382452.1453063
7,560.0,935.0,1370.0,1978.0,7280.0,1532.0,3236.0,3507.0,4364.0,3822.0,7280.0,1534.0,1.0,48087.0,1666382457.0702069
8,561.0,935.0,1372.0,1979.0,7285.0,1532.0,3241.0,3510.0,4365.0,3828.0,7292.0,1536.0,1.0,52985.0,1666382462.3554263
9,559.0,933.0,1369.0,1975.0,7265.0,1534.0,3227.0,3494.0,4351.0,3810.0,7260.0,1530.0,1.0,58107.0,1666382467.0770762
10,560.0,934.0,1372.0,1980.0,7290.0,1538.0,3234.0,3501.0,4361.0,3819.0,7284.0,1534.0,1.0,62985.0,1666382472.0860722
11,561.0,935.0,1372.0,1981.0,7292.0,1538.0,3239.0,3510.0,4369.0,3826.0,7297.0,1538.0,1.0,68087.0,1666382477.0670798
12,562.0,936.0,1372.0,1981.0,7299.0,1540.0,3239.0,3508.0,4365.0,3827.0,7299.0,1545.0,1.0,73005.0,1666382482.0923874
13,561.0,936.0,1373.0,1981.0,7300.0,1540.0,3238.0,3507.0,4367.0,3830.0,7299.0,1542.0,1.0,78087.0,1666382487.0863872
14,561.0,935.0,1372.0,1982.0,7299.0,1540.0,3237.0,3509.0,4368.0,3829.0,7300.0,1538.0,1.0,82985.0,1666382492.0673904
15,560.0,933.0,1369.0,1977.0,7279.0,1532.0,3235.0,3508.0,4363.0,3828.0,7288.0,1534.0,1.0,88107.0,1666382497.0923889
16,560.0,933.0,1369.0,1977.0,7282.0,1534.0,3236.0,3508.0,4366.0,3831.0,7293.0,1546.0,1.0,92985.0,1666382502.0873897
17,560.0,934.0,1371.0,1981.0,7295.0,1540.0,3236.0,3506.0,4365.0,3828.0,7297.0,1541.0,1.0,98087.0,1666382507.3903906
18,560.0,932.0,1368.0,1979.0,7287.0,1540.0,3238.0,3507.0,4369.0,3835.0,7302.0,1542.0,1.0,103005.0,1666382512.1643937
19,560.0,934.0,1371.0,1980.0,7304.0,1544.0,3237.0,3508.0,4366.0,3834.0,7297.0,1543.0,1.0,108087.0,1666382517.4433892
20,561.0,934.0,1371.0,1980.0,7299.0,1550.0,3236.0,3507.0,4365.0,3833.0,7301.0,1544.0,1.0,112985.0,1666382522.08439
21,560.0,932.0,1367.0,1975.0,7291.0,1542.0,3233.0,3504.0,4366.0,3833.0,7297.0,1541.0,1.0,118107.0,1666382527.1083896
22,561.0,933.0,1370.0,1978.0,7299.0,1542.0,3234.0,3504.0,4369.0,3834.0,7297.0,1540.0,1.0,122985.0,1666382532.1033888
23,560.0,931.0,1365.0,1974.0,7289.0,1540.0,3232.0,3502.0,4365.0,3831.0,7288.0,1540.0,1.0,128087.0,1666382537.0843902
24,558.0,929.0,1361.0,1967.0,7266.0,1534.0,3223.0,3496.0,4355.0,3819.0,7267.0,1534.0,1.0,133005.0,1666382542.1093884
25,559.0,929.0,1363.0,1970.0,7273.0,1538.0,3230.0,3502.0,4364.0,3828.0,7279.0,1539.0,1.0,138087.0,1666382547.1033914
26,560.0,931.0,1364.0,1973.0,7285.0,1538.0,3232.0,3503.0,4368.0,3831.0,7285.0,1541.0,1.0,142985.0,1666382552.4333894
27,560.0,932.0,1366.0,1974.0,7293.0,1542.0,3232.0,3506.0,4367.0,3833.0,7290.0,1540.0,1.0,148107.0,1666382557.1103895
28,559.0,932.0,1366.0,1974.0,7296.0,1542.0,3229.0,3502.0,4364.0,3828.0,7286.0,1543.0,1.0,152985.0,1666382562.120387
29,559.0,931.0,1365.0,1974.0,7292.0,1544.0,3233.0,3505.0,4364.0,3831.0,7298.0,1544.0,1.0,158087.0,1666382567.1003883
30,560.0,932.0,1366.0,1973.0,7291.0,1542.0,3233.0,3505.0,4368.0,3832.0,7291.0,1542.0,1.0,163005.0,1666382572.1113892
31,560.0,931.0,1365.0,1973.0,7287.0,1544.0,3230.0,3503.0,4365.0,3831.0,7291.0,1543.0,1.0,168087.0,1666382577.2253997
32,560.0,932.0,1369.0,1976.0,7302.0,1546.0,3235.0,3506.0,4370.0,3840.0,7305.0,1548.0,1.0,172985.0,1666382582.1713881
33,560.0,930.0,1366.0,1974.0,7293.0,1544.0,3234.0,3505.0,4367.0,3836.0,7299.0,1547.0,1.0,178107.0,1666382587.1257327
34,560.0,931.0,1367.0,1974.0,7299.0,1546.0,3231.0,3504.0,4368.0,3835.0,7295.0,1548.0,1.0,182985.0,1666382592.1216054
35,559.0,931.0,1364.0,1972.0,7289.0,1544.0,3228.0,3502.0,4363.0,3833.0,7288.0,1545.0,1.0,188087.0,1666382597.4596643
36,560.0,931.0,1366.0,1975.0,7302.0,1546.0,3234.0,3507.0,4370.0,3840.0,7303.0,1548.0,1.0,193005.0,1666382602.1264167
37,560.0,930.0,1366.0,1972.0,7303.0,1550.0,3232.0,3508.0,4371.0,3840.0,7305.0,1548.0,1.0,198087.0,1666382607.1367176
38,560.0,930.0,1365.0,1972.0,7298.0,1546.0,3234.0,3506.0,4374.0,3840.0,7298.0,1548.0,1.0,202985.0,1666382612.1174388
39,560.0,931.0,1364.0,1973.0,7300.0,1546.0,3231.0,3505.0,4374.0,3840.0,7299.0,1548.0,1.0,208107.0,1666382617.1271222
40,560.0,931.0,1366.0,1973.0,7308.0,1548.0,3234.0,3508.0,4373.0,3842.0,7308.0,1550.0,1.0,212985.0,1666382622.1371882
41,560.0,930.0,1365.0,1973.0,7303.0,1548.0,3233.0,3508.0,4372.0,3844.0,7310.0,1552.0,1.0,218087.0,1666382627.1174736
42,560.0,930.0,1364.0,1974.0,7306.0,1552.0,3229.0,3504.0,4372.0,3844.0,7304.0,1550.0,1.0,223005.0,1666382632.1432016
43,561.0,932.0,1365.0,1975.0,7315.0,1554.0,3235.0,3508.0,4376.0,3849.0,7311.0,1553.0,1.0,228087.0,1666382637.1373744
44,558.0,930.0,1364.0,1972.0,7308.0,1552.0,3220.0,3492.0,4356.0,3837.0,7295.0,1552.0,1.0,232985.0,1666382643.1071498
45,556.0,926.0,1358.0,1963.0,7283.0,1550.0,3199.0,3473.0,4324.0,3813.0,7257.0,1544.0,1.0,238107.0,1666382647.2652023
46,557.0,925.0,1358.0,1964.0,7281.0,1550.0,3211.0,3486.0,4344.0,3831.0,7283.0,1552.0,1.0,242985.0,1666382652.1389496
47,559.0,929.0,1362.0,1969.0,7302.0,1556.0,3222.0,3497.0,4359.0,3839.0,7301.0,1554.0,1.0,248087.0,1666382657.148332
48,559.0,928.0,1361.0,1969.0,7298.0,1554.0,3220.0,3494.0,4358.0,3842.0,7301.0,1554.0,1.0,253005.0,1666382662.1445072
49,558.0,928.0,1361.0,1967.0,7294.0,1554.0,3223.0,3498.0,4360.0,3846.0,7307.0,1556.0,1.0,258087.0,1666382667.1533675
50,560.0,928.0,1361.0,1971.0,7307.0,1560.0,3218.0,3491.0,4353.0,3842.0,7302.0,1560.0,1.0,262985.0,1666382672.1337702
51,559.0,927.0,1361.0,1968.0,7308.0,1558.0,3212.0,3485.0,4345.0,3833.0,7283.0,1554.0,1.0,268107.0,1666382677.1594934
52,559.0,926.0,1359.0,1967.0,7300.0,1556.0,3216.0,3490.0,4353.0,3843.0,7300.0,1558.0,1.0,272985.0,1666382682.15504
53,559.0,928.0,1360.0,1970.0,7310.0,1560.0,3219.0,3495.0,4355.0,3853.0,7312.0,1560.0,1.0,278087.0,1666382687.5421038
54,553.0,919.0,1348.0,1950.0,7251.0,1548.0,3199.0,3472.0,4324.0,3824.0,7271.0,1552.0,1.0,283005.0,1666382692.1604054
55,557.0,924.0,1357.0,1963.0,7291.0,1554.0,3210.0,3485.0,4346.0,3838.0,7291.0,1558.0,1.0,288087.0,1666382697.1548657
56,558.0,925.0,1357.0,1965.0,7304.0,1560.0,3215.0,3492.0,4351.0,3853.0,7317.0,1565.0,1.0,292985.0,1666382702.1508205
57,571.0,946.0,1389.0,2011.0,7433.0,1586.0,2684.0,3034.0,3781.0,3781.0,6710.0,1480.0,1.0,298107.0,1666382707.1606271
58,1029.0,1957.0,2419.0,3376.0,27629.0,6386.0,6949.0,6438.0,9655.0,6989.0,27436.0,6331.0,1.0,10174.0,1666384105.437981
59,1027.0,1945.0,2411.0,3342.0,27436.0,6330.0,6954.0,6447.0,9660.0,7001.0,27445.0,6334.0,1.0,15204.0,1666384110.448699
60,1040.0,1965.0,2437.0,3392.0,27898.0,6406.0,6748.0,6362.0,9799.0,6527.0,28155.0,6345.0,1.0,20154.0,1666384115.4279926
61,991.0,1867.0,2300.0,3381.0,28110.0,6336.0,6759.0,6363.0,9794.0,6573.0,28128.0,6340.0,1.0,25224.0,1666384120.4424868
62,996.0,1875.0,2307.0,3395.0,28176.0,6352.0,6770.0,6369.0,9810.0,6584.0,28166.0,6349.0,1.0,30154.0,1666384125.4492605
63,991.0,1878.0,2328.0,3378.0,28026.0,6342.0,6791.0,6389.0,9829.0,6611.0,28197.0,6356.0,1.0,35204.0,1666384130.742517
