,_415,_445,_480,_515,_clear_1,_nir_1,_555,_590,_630,_680,_clear_2,_nir_2,flicker,timestamp,epoch
0,115.0,204.0,357.0,420.0,2924.0,532.0,760.0,735.0,962.0,711.0,2925.0,534.0,1.0,499582.0,1669053489.4194949
1,117.0,205.0,359.0,422.0,2930.0,534.0,761.0,737.0,964.0,713.0,2933.0,536.0,1.0,504036.0,1669053493.6280727
2,117.0,204.0,359.0,421.0,2933.0,534.0,761.0,739.0,966.0,715.0,2938.0,536.0,1.0,508516.0,1669053497.843328
3,116.0,202.0,350.0,416.0,2737.0,530.0,748.0,737.0,939.0,713.0,2740.0,530.0,1.0,512848.0,1669053502.2851117
4,116.0,202.0,352.0,417.0,2740.0,532.0,749.0,737.0,940.0,713.0,2743.0,532.0,1.0,517263.0,1669053506.709021
5,115.0,202.0,349.0,417.0,2742.0,530.0,746.0,735.0,939.0,712.0,2742.0,530.0,1.0,521678.0,1669053511.119258
6,116.0,203.0,350.0,417.0,2743.0,532.0,747.0,736.0,937.0,712.0,2737.0,532.0,1.0,526092.0,1669053515.4394746
7,115.0,200.0,350.0,414.0,2736.0,532.0,746.0,735.0,937.0,712.0,2739.0,532.0,1.0,530532.0,1669053519.978659
8,116.0,200.0,350.0,415.0,2739.0,530.0,749.0,737.0,939.0,714.0,2744.0,532.0,1.0,534843.0,1669053524.3049784
9,117.0,202.0,352.0,418.0,2750.0,534.0,752.0,741.0,942.0,717.0,2751.0,534.0,1.0,539278.0,1669053528.7306035
10,117.0,203.0,354.0,421.0,2755.0,536.0,751.0,742.0,944.0,720.0,2754.0,538.0,1.0,543713.0,1669053533.1858118
11,118.0,203.0,353.0,421.0,2756.0,538.0,751.0,742.0,944.0,720.0,2755.0,538.0,1.0,548218.0,1669053537.578741
12,117.0,203.0,353.0,421.0,2756.0,538.0,753.0,743.0,946.0,721.0,2758.0,539.0,1.0,552649.0,1669053542.0811522
13,118.0,203.0,354.0,420.0,2754.0,538.0,752.0,742.0,944.0,720.0,2756.0,538.0,1.0,557026.0,1669053546.5697443
14,118.0,203.0,353.0,421.0,2758.0,538.0,752.0,742.0,946.0,721.0,2758.0,538.0,1.0,561373.0,1669053550.841544
15,117.0,203.0,354.0,421.0,2758.0,538.0,752.0,743.0,946.0,721.0,2759.0,538.0,1.0,565870.0,1669053555.4346304
16,116.0,200.0,349.0,415.0,2730.0,534.0,748.0,738.0,938.0,715.0,2733.0,534.0,1.0,570358.0,1669053560.125719
17,116.0,200.0,351.0,416.0,2735.0,534.0,747.0,737.0,938.0,714.0,2733.0,534.0,1.0,574758.0,1669053564.1173882
18,116.0,201.0,351.0,416.0,2737.0,534.0,749.0,738.0,941.0,716.0,2737.0,534.0,1.0,579102.0,1669053568.6017654
19,114.0,199.0,346.0,410.0,2712.0,528.0,757.0,748.0,953.0,726.0,2768.0,540.0,1.0,583482.0,1669053573.172631
20,116.0,201.0,351.0,418.0,2744.0,534.0,746.0,737.0,939.0,713.0,2733.0,534.0,1.0,587930.0,1669053577.3475766
21,116.0,201.0,350.0,416.0,2742.0,536.0,748.0,739.0,942.0,715.0,2742.0,534.0,1.0,592428.0,1669053581.8433735
