,lux,timestamp,epoch
0,10.0,500153.0,1669053487.9844546
1,10.0,500653.0,1669053488.481132
2,10.0,501152.0,1669053488.9915454
3,10.0,501653.0,1669053489.49041
4,10.0,502153.0,1669053490.3327742
5,10.0,502652.0,1669053490.727884
6,10.0,503153.0,1669053491.1190195
7,10.0,503653.0,1669053491.5112684
8,10.0,504153.0,1669053492.0670025
9,10.0,504653.0,1669053492.484874
10,10.0,505152.0,1669053493.2008793
11,10.0,505653.0,1669053493.6973598
12,10.0,506153.0,1669053494.253971
13,10.0,506653.0,1669053494.6461847
14,10.0,507153.0,1669053495.0362158
15,10.0,507653.0,1669053495.4865892
16,10.0,508153.0,1669053496.0708854
17,10.0,508653.0,1669053496.4404671
18,10.0,509153.0,1669053496.941048
19,10.0,509652.0,1669053497.446051
20,10.0,510153.0,1669053497.9715767
21,10.0,510653.0,1669053498.434767
22,10.0,511152.0,1669053498.9469407
23,10.0,511653.0,1669053499.4405463
24,10.0,512153.0,1669053499.9339852
25,10.0,512652.0,1669053500.4459531
26,10.0,513153.0,1669053500.9397442
27,10.0,513653.0,1669053501.4351869
28,10.0,514152.0,1669053501.9477172
29,10.0,514653.0,1669053502.4405835
30,10.0,515153.0,1669053502.9352427
31,10.0,515652.0,1669053503.4472444
32,10.0,516153.0,1669053503.9406755
33,10.0,516653.0,1669053504.4351368
34,10.0,517152.0,1669053504.9470487
35,10.0,517653.0,1669053505.440352
36,10.0,518153.0,1669053505.9360757
37,10.0,518652.0,1669053506.4467745
38,10.0,519153.0,1669053506.9402435
39,10.0,519653.0,1669053507.4356375
40,10.0,520152.0,1669053507.9471912
41,10.0,520653.0,1669053508.4409604
42,10.0,521153.0,1669053508.9359918
43,10.0,521652.0,1669053509.44698
44,10.0,522153.0,1669053509.9406536
45,10.0,522653.0,1669053510.4519682
46,10.0,523152.0,1669053510.9476492
47,10.0,523653.0,1669053511.440586
48,10.0,524153.0,1669053511.9518042
49,10.0,524652.0,1669053512.4458048
50,10.0,525153.0,1669053512.940801
51,10.0,525653.0,1669053513.4521477
52,10.0,526153.0,1669053513.9457457
53,10.0,526653.0,1669053514.4407332
54,10.0,527152.0,1669053514.9523392
55,10.0,527653.0,1669053515.460673
56,10.0,528153.0,1669053515.9419482
57,10.0,528653.0,1669053516.4522467
58,10.0,529153.0,1669053516.9452074
59,10.0,529653.0,1669053517.4423213
60,10.0,530153.0,1669053517.9530497
61,10.0,530653.0,1669053518.4463606
62,10.0,531153.0,1669053518.9411469
63,10.0,531652.0,1669053519.4520078
64,10.0,532153.0,1669053519.9977968
65,10.0,532653.0,1669053520.4410806
66,10.0,533152.0,1669053520.952766
67,10.0,533653.0,1669053521.4463325
68,10.0,534153.0,1669053521.9416425
69,10.0,534652.0,1669053522.452243
70,10.0,535153.0,1669053522.9574745
71,10.0,535653.0,1669053523.4416385
72,10.0,536152.0,1669053523.952193
73,10.0,536653.0,1669053524.4469917
74,10.0,537153.0,1669053524.9413388
75,10.0,537652.0,1669053525.4536452
76,10.0,538153.0,1669053525.9589598
77,10.0,538653.0,1669053526.458308
78,10.0,539152.0,1669053526.9537218
79,10.0,539653.0,1669053527.446831
80,10.0,540153.0,1669053527.9578943
81,10.0,540652.0,1669053528.4515092
82,10.0,541153.0,1669053528.958228
83,10.0,541653.0,1669053529.4580357
84,10.0,542152.0,1669053529.9516795
85,10.0,542653.0,1669053530.4647605
86,10.0,543153.0,1669053530.9576976
87,10.0,543652.0,1669053531.4516578
88,10.0,544153.0,1669053531.9580655
89,10.0,544653.0,1669053532.458798
90,10.0,545152.0,1669053532.9511611
91,10.0,545653.0,1669053533.447619
92,10.0,546153.0,1669053533.9582546
93,10.0,546652.0,1669053534.4514856
94,10.0,547153.0,1669053534.9583766
95,10.0,547653.0,1669053535.4583666
96,10.0,548152.0,1669053535.951375
97,10.0,548653.0,1669053536.4471378
98,10.0,549153.0,1669053536.9577768
99,10.0,549652.0,1669053537.4524648
100,10.0,550153.0,1669053537.9603684
101,10.0,550653.0,1669053538.4587154
102,10.0,551152.0,1669053538.9516277
103,10.0,551653.0,1669053539.4474342
104,10.0,552153.0,1669053539.9581544
105,10.0,552659.0,1669053540.4682622
106,10.0,553153.0,1669053540.9607072
107,10.0,553653.0,1669053541.4564853
108,10.0,554152.0,1669053541.9521437
109,10.0,554653.0,1669053542.463493
110,10.0,555153.0,1669053542.9563658
111,10.0,555653.0,1669053543.4514303
112,10.0,556153.0,1669053543.963831
113,10.0,556653.0,1669053544.4562314
114,10.0,557153.0,1669053544.9519594
115,10.0,557653.0,1669053545.4625754
116,10.0,558153.0,1669053545.956407
117,10.0,558652.0,1669053546.4534621
118,10.0,559153.0,1669053546.9639215
119,10.0,559653.0,1669053547.4569263
120,10.0,560153.0,1669053547.9513855
121,10.0,560653.0,1669053548.4641933
122,10.0,561152.0,1669053548.9576445
123,10.0,561653.0,1669053549.45341
124,10.0,562153.0,1669053549.9639473
125,10.0,562652.0,1669053550.457723
126,10.0,563153.0,1669053550.9515445
127,10.0,563653.0,1669053551.463545
128,10.0,564153.0,1669053551.9576788
129,10.0,564653.0,1669053552.4525933
130,10.0,565153.0,1669053552.9642496
131,10.0,565652.0,1669053553.5085638
132,10.0,566153.0,1669053554.0629454
133,10.0,566653.0,1669053554.51482
134,10.0,567152.0,1669053555.0088668
135,10.0,567653.0,1669053555.5056376
136,10.0,568153.0,1669053556.3452132
137,10.0,568652.0,1669053556.7378972
138,9.0,569153.0,1669053557.128892
139,10.0,569653.0,1669053557.520606
140,10.0,570152.0,1669053558.0737567
141,10.0,570653.0,1669053558.5196736
142,10.0,571153.0,1669053559.219615
143,10.0,571652.0,1669053559.6108859
144,10.0,572153.0,1669053560.2806664
145,10.0,572653.0,1669053560.6697602
