,lux,timestamp,epoch
0,24.0,10150.0,1666367089.179237
1,24.0,15150.0,1666367094.1763554
2,24.0,20150.0,1666367099.2194202
3,24.0,25150.0,1666367104.1787176
4,24.0,30150.0,1666367109.1742644
5,23.0,35150.0,1666367114.1849935
6,24.0,40150.0,1666367119.1794002
7,24.0,45150.0,1666367124.1905367
8,24.0,50150.0,1666367129.1852503
9,24.0,55150.0,1666367134.1956842
10,24.0,60150.0,1666367139.1909122
11,24.0,65150.0,1666367144.185094
12,24.0,70150.0,1666367149.1960678
13,24.0,75150.0,1666367154.19111
14,24.0,80150.0,1666367159.2018676
15,24.0,85150.0,1666367164.2471297
16,24.0,90150.0,1666367169.2067168
17,24.0,95150.0,1666367174.2021663
18,24.0,100150.0,1666367179.1968608
19,24.0,105150.0,1666367184.2072227
20,24.0,110150.0,1666367189.2027106
21,24.0,115150.0,1666367194.213025
22,24.0,120150.0,1666367199.208491
23,24.0,125150.0,1666367204.2192962
24,24.0,130150.0,1666367209.2135952
25,24.0,135150.0,1666367214.2235436
26,24.0,140150.0,1666367219.2188313
27,24.0,145150.0,1666367224.214014
28,24.0,150150.0,1666367229.2731578
29,24.0,155150.0,1666367234.2195303
30,24.0,160150.0,1666367239.2299688
31,24.0,165150.0,1666367244.224396
32,24.0,170150.0,1666367249.2351747
33,24.0,175150.0,1666367254.2306538
34,24.0,180150.0,1666367259.2259557
35,24.0,185150.0,1666367264.2355814
36,23.0,190150.0,1666367269.2307234
37,24.0,195150.0,1666367274.2415974
38,24.0,200150.0,1666367279.2357059
39,24.0,205150.0,1666367284.246639
40,24.0,210150.0,1666367289.241757
41,24.0,215150.0,1666367294.3010972
42,24.0,220150.0,1666367299.297521
43,24.0,225150.0,1666367304.2423332
44,24.0,230150.0,1666367309.2525866
45,24.0,235150.0,1666367314.2618089
46,24.0,240150.0,1666367319.2577908
47,24.0,245150.0,1666367324.2531662
48,24.0,250150.0,1666367329.2636223
49,24.0,255150.0,1666367334.2582927
50,24.0,260150.0,1666367339.268245
51,24.0,265150.0,1666367344.2638261
52,24.0,270150.0,1666367349.2589493
53,24.0,275150.0,1666367354.268687
54,24.0,280150.0,1666367359.873113
55,24.0,285150.0,1666367364.3249147
56,24.0,290150.0,1666367369.2698057
57,24.0,295150.0,1666367374.279915
58,24.0,300150.0,1666367379.2761128
59,24.0,305150.0,1666367384.271308
60,24.0,310150.0,1666367389.2813523
61,24.0,315150.0,1666367394.2758522
62,24.0,320150.0,1666367399.285456
63,24.0,325150.0,1666367404.2809894
64,24.0,330150.0,1666367409.2916932
65,24.0,335150.0,1666367414.2871609
66,24.0,340150.0,1666367419.296353
67,24.0,345150.0,1666367424.3410594
68,24.0,350150.0,1666367429.3361952
69,24.0,355150.0,1666367434.2975607
70,24.0,360150.0,1666367439.2929175
71,24.0,365150.0,1666367444.302716
72,24.0,370150.0,1666367449.2984521
73,24.0,375150.0,1666367454.308442
74,24.0,380150.0,1666367459.3033013
75,24.0,385150.0,1666367464.2987442
76,24.0,390150.0,1666367469.3088906
77,24.0,395150.0,1666367474.3049617
78,24.0,400150.0,1666367479.3140607
79,24.0,405150.0,1666367484.3099096
