,descriptor,timestamp,ambientRaw,objectRaw,ambientTemp,objectTemp,epoch
0,1.0,90637153.0,13397.0,64717.0,296.7837219238281,297.36187744140625,1666299721.224509
1,2.0,90637155.0,13921.0,64541.0,297.754638671875,298.0104064941406,1666299721.224509
2,3.0,90637156.0,13111.0,64438.0,297.16162109375,297.1221008300781,1666299721.224509
3,4.0,90637158.0,13145.0,64435.0,297.2372131347656,296.74920654296875,1666299721.224509
4,5.0,90637160.0,13635.0,64446.0,296.6965026855469,296.57244873046875,1666299721.224509
5,1.0,90638153.0,13395.0,64704.0,296.7720947265625,297.31787109375,1666299722.214756
6,2.0,90638155.0,13924.0,64523.0,297.7720947265625,297.98089599609375,1666299722.214756
7,3.0,90638156.0,13110.0,64435.0,297.15582275390625,297.1083984375,1666299722.214756
8,4.0,90638158.0,13140.0,64434.0,297.2081298828125,296.7171936035156,1666299722.214756
9,5.0,90638160.0,13634.0,64444.0,296.6907043457031,296.56085205078125,1666299722.214756
10,1.0,90639153.0,13394.0,64722.0,296.7662658691406,297.35699462890625,1666299723.235521
11,2.0,90639154.0,13923.0,64533.0,297.7662658691406,298.00115966796875,1666299723.235521
12,3.0,90639156.0,13109.0,64437.0,297.1499938964844,297.10784912109375,1666299723.235521
13,4.0,90639157.0,13142.0,64437.0,297.2197570800781,296.7373046875,1666299723.235521
14,5.0,90639159.0,13632.0,64450.0,296.6790771484375,296.5665588378906,1666299723.235521
15,1.0,90640164.0,13394.0,64719.0,296.7662658691406,297.3495178222656,1666299724.2693303
16,2.0,90640165.0,13923.0,64542.0,297.7662658691406,298.02459716796875,1666299724.2693303
17,3.0,90640167.0,13111.0,64440.0,297.16162109375,297.12738037109375,1666299724.2693303
18,4.0,90640169.0,13143.0,64444.0,297.2255859375,296.7628479003906,1666299724.2693303
19,5.0,90640171.0,13632.0,64455.0,296.6790771484375,296.58099365234375,1666299724.2693303
20,1.0,90641153.0,13394.0,64718.0,296.7662658691406,297.3470153808594,1666299725.2141871
21,2.0,90641154.0,13926.0,64517.0,297.7837219238281,297.97686767578125,1666299725.2141871
22,3.0,90641156.0,13111.0,64425.0,297.16162109375,297.08782958984375,1666299725.2141871
23,4.0,90641157.0,13144.0,64430.0,297.23138427734375,296.72930908203125,1666299725.2141871
24,5.0,90641159.0,13634.0,64443.0,296.6907043457031,296.5579833984375,1666299725.2141871
25,1.0,90642153.0,13394.0,64717.0,296.7662658691406,297.3445129394531,1666299726.2192955
26,2.0,90642155.0,13921.0,64534.0,297.754638671875,297.9921569824219,1666299726.2192955
27,3.0,90642156.0,13111.0,64433.0,297.16162109375,297.1089172363281,1666299726.2192955
28,4.0,90642158.0,13142.0,64425.0,297.2197570800781,296.70355224609375,1666299726.2192955
29,5.0,90642160.0,13631.0,64434.0,296.6732482910156,296.5144958496094,1666299726.2192955
30,1.0,90643153.0,13394.0,64716.0,296.7662658691406,297.342041015625,1666299727.2246552
31,2.0,90643155.0,13922.0,64530.0,297.7604675292969,297.987548828125,1666299727.2246552
32,3.0,90643156.0,13112.0,64432.0,297.1674499511719,297.11212158203125,1666299727.2246552
33,4.0,90643158.0,13147.0,64432.0,297.24884033203125,296.7524719238281,1666299727.2246552
34,5.0,90643160.0,13635.0,64437.0,296.6965026855469,296.54644775390625,1666299727.2246552
35,1.0,90644153.0,13392.0,64726.0,296.754638671875,297.3554382324219,1666299728.2155957
36,2.0,90644154.0,13923.0,64538.0,297.7662658691406,298.0141906738281,1666299728.2155957
37,3.0,90644156.0,13111.0,64440.0,297.16162109375,297.12738037109375,1666299728.2155957
38,4.0,90644157.0,13142.0,64440.0,297.2197570800781,296.7457580566406,1666299728.2155957
39,5.0,90644159.0,13631.0,64443.0,296.6732482910156,296.5404968261719,1666299728.2155957
40,1.0,90645164.0,13391.0,64723.0,296.74884033203125,297.3421630859375,1666299729.2793858
41,2.0,90645165.0,13924.0,64546.0,297.7720947265625,298.0408630371094,1666299729.2793858
