,lux,timestamp,epoch
0,23.0,5148.0,1666366337.2580535
1,23.0,10150.0,1666366342.6905322
2,23.0,15150.0,1666366347.2653923
3,23.0,20150.0,1666366352.2611833
4,23.0,25150.0,1666366357.2702584
5,23.0,30150.0,1666366362.2665591
6,23.0,35150.0,1666366367.290593
7,23.0,40150.0,1666366372.2717605
8,23.0,45150.0,1666366377.3309429
9,23.0,50150.0,1666366382.317704
10,23.0,55150.0,1666366387.742427
11,23.0,60150.0,1666366392.2812252
12,23.0,65150.0,1666366397.2771347
13,23.0,70150.0,1666366402.2872036
14,23.0,75150.0,1666366407.2826169
15,23.0,80150.0,1666366412.2929485
16,23.0,85150.0,1666366417.318156
17,23.0,90150.0,1666366422.3135757
18,23.0,95150.0,1666366427.2936704
19,23.0,100150.0,1666366432.805372
20,23.0,105150.0,1666366437.2977748
21,23.0,110150.0,1666366443.3231838
22,24.0,115150.0,1666366447.3544915
23,24.0,120150.0,1666366452.313713
