,_415,_445,_480,_515,_clear_1,_nir_1,_555,_590,_630,_680,_clear_2,_nir_2,flicker,timestamp,epoch
0,12.0,15.0,24.0,33.0,487.0,180.0,62.0,68.0,95.0,100.0,471.0,178.0,1.0,36120.0,1666387481.4973016
1,11.0,13.0,21.0,29.0,459.0,176.0,58.0,63.0,91.0,97.0,459.0,178.0,1.0,41222.0,1666387486.4923515
2,10.0,12.0,19.0,27.0,443.0,176.0,17.0,20.0,34.0,41.0,186.0,72.0,1.0,46140.0,1666387491.5023496
3,3.0,5.0,8.0,13.0,235.0,106.0,7.0,8.0,19.0,23.0,115.0,56.0,1.0,51222.0,1666387496.590351
4,9.0,10.0,15.0,21.0,407.0,224.0,33.0,42.0,57.0,80.0,414.0,228.0,1.0,56120.0,1666387501.747354
5,10.0,9.0,15.0,20.0,410.0,228.0,31.0,39.0,55.0,78.0,410.0,228.0,1.0,61242.0,1666387506.5043492
6,1.0,2.0,3.0,6.0,141.0,72.0,11.0,16.0,25.0,38.0,178.0,94.0,1.0,66120.0,1666387511.5133524
7,38.0,73.0,87.0,120.0,699.0,66.0,489.0,495.0,529.0,206.0,1009.0,98.0,1.0,136139.0,1666389173.3903525
8,51.0,99.0,112.0,153.0,1036.0,102.0,501.0,506.0,541.0,210.0,1036.0,100.0,1.0,141221.0,1666389178.4013495
9,51.0,99.0,113.0,154.0,1035.0,100.0,502.0,507.0,542.0,209.0,1035.0,102.0,1.0,146119.0,1666389183.680353
10,51.0,99.0,113.0,153.0,1035.0,102.0,414.0,424.0,431.0,179.0,769.0,74.0,1.0,151241.0,1666389188.3913515
11,51.0,98.0,113.0,153.0,1026.0,100.0,499.0,503.0,538.0,208.0,1027.0,100.0,1.0,156119.0,1666389193.401429
12,51.0,99.0,112.0,152.0,1026.0,100.0,498.0,502.0,538.0,208.0,1027.0,100.0,1.0,161221.0,1666389198.4644337
13,51.0,99.0,112.0,152.0,1025.0,100.0,499.0,502.0,538.0,207.0,1026.0,100.0,1.0,166139.0,1666389203.4844341
14,50.0,98.0,112.0,152.0,1026.0,100.0,498.0,503.0,538.0,208.0,1026.0,100.0,1.0,171221.0,1666389208.4024296
15,50.0,99.0,113.0,152.0,1026.0,100.0,498.0,503.0,538.0,207.0,1025.0,100.0,1.0,176119.0,1666389213.3824317
16,50.0,98.0,112.0,152.0,1025.0,100.0,498.0,502.0,537.0,207.0,1025.0,98.0,1.0,181241.0,1666389218.4074283
17,51.0,98.0,111.0,151.0,1024.0,100.0,499.0,502.0,537.0,206.0,1025.0,98.0,1.0,186119.0,1666389223.403429
18,51.0,98.0,112.0,152.0,1023.0,98.0,498.0,503.0,538.0,206.0,1026.0,100.0,1.0,191221.0,1666389228.6974294
19,51.0,99.0,112.0,152.0,1027.0,100.0,492.0,497.0,531.0,205.0,1008.0,98.0,1.0,196139.0,1666389233.4084296
