,srawVOC,srawNOX,voc_index_value,nox_index_value,timestamp,epoch
0,31664.0,14847.0,65.0,1.0,92025402.0,1666301110.0414455
1,31625.0,14853.0,65.0,1.0,92025457.0,1666301110.1264453
2,31705.0,14852.0,65.0,1.0,92027402.0,1666301111.9886627
3,31661.0,14851.0,65.0,1.0,92027457.0,1666301112.0709107
4,31660.0,14848.0,65.0,1.0,92029402.0,1666301113.9855332
5,31685.0,14851.0,65.0,1.0,92029457.0,1666301114.0695872
6,31667.0,14838.0,65.0,1.0,92031402.0,1666301115.9794788
7,31663.0,14842.0,65.0,1.0,92031457.0,1666301116.0631175
8,31668.0,14841.0,65.0,1.0,92033402.0,1666301117.8921545
9,31644.0,14838.0,65.0,1.0,92033457.0,1666301117.936162
10,31729.0,14839.0,65.0,1.0,92035402.0,1666301119.88679
11,31634.0,14834.0,65.0,1.0,92035457.0,1666301119.9467897
12,31647.0,14838.0,65.0,1.0,92037402.0,1666301121.897398
13,31657.0,14838.0,65.0,1.0,92037457.0,1666301121.9424033
14,31653.0,14843.0,65.0,1.0,92039402.0,1666301123.9076147
15,31623.0,14839.0,65.0,1.0,92039457.0,1666301123.9523077
16,31667.0,14832.0,65.0,1.0,92041402.0,1666301125.8873591
17,31680.0,14835.0,65.0,1.0,92041457.0,1666301125.9472768
18,31683.0,14835.0,65.0,1.0,92043402.0,1666301127.8972454
19,31663.0,14838.0,65.0,1.0,92043457.0,1666301127.941331
20,31692.0,14836.0,65.0,1.0,92045402.0,1666301129.8915615
21,31759.0,14837.0,65.0,1.0,92045457.0,1666301129.9665613
22,31687.0,14833.0,65.0,1.0,92047402.0,1666301131.8877556
23,31667.0,14828.0,65.0,1.0,92047457.0,1666301131.947009
24,31698.0,14834.0,65.0,1.0,92049402.0,1666301133.897527
25,31661.0,14827.0,65.0,1.0,92049457.0,1666301133.9423294
26,31693.0,14829.0,64.0,1.0,92051402.0,1666301135.8929343
27,31704.0,14840.0,64.0,1.0,92051457.0,1666301135.9525137
28,31692.0,14831.0,64.0,1.0,92053402.0,1666301137.9028609
29,31681.0,14837.0,64.0,1.0,92053457.0,1666301137.9479582
30,31672.0,14833.0,64.0,1.0,92055402.0,1666301139.8975966
