,lux,timestamp,epoch
0,24.0,20150.0,1666306360.8807282
1,24.0,25150.0,1666306365.8900335
2,24.0,30150.0,1666306370.8860364
3,24.0,35150.0,1666306375.8802059
4,24.0,40150.0,1666306380.8915577
5,22.0,45150.0,1666306385.886192
6,20.0,50150.0,1666306390.897299
7,23.0,55150.0,1666306395.8942952
8,24.0,60150.0,1666306400.9016285
9,24.0,65150.0,1666306405.8963675
10,18.0,70150.0,1666306410.956029
11,15.0,75150.0,1666306415.9055946
12,22.0,80150.0,1666306420.8970547
13,24.0,85150.0,1666306425.908996
14,24.0,90150.0,1666306430.9033508
15,24.0,95150.0,1666306435.913551
16,24.0,100150.0,1666306440.9087439
17,24.0,105150.0,1666306445.9179866
18,24.0,110150.0,1666306450.9137032
19,24.0,115150.0,1666306455.9094744
20,24.0,120150.0,1666306460.9193962
21,24.0,125150.0,1666306465.9155788
22,24.0,130150.0,1666306470.9243221
23,24.0,135150.0,1666306475.970753
24,24.0,140150.0,1666306480.9296827
25,24.0,145150.0,1666306485.9250252
26,24.0,150150.0,1666306490.9365337
27,24.0,155150.0,1666306495.930431
28,24.0,160150.0,1666306500.9256728
29,24.0,165150.0,1666306505.935858
30,24.0,170150.0,1666306510.9311109
31,24.0,175150.0,1666306515.9414506
32,24.0,180150.0,1666306520.9375384
33,24.0,185150.0,1666306525.9470794
34,24.0,190150.0,1666306530.9420865
35,24.0,195150.0,1666306535.9373446
36,24.0,200150.0,1666306540.998182
37,24.0,205150.0,1666306545.9917235
38,24.0,210150.0,1666306550.9528527
39,24.0,215150.0,1666306555.948398
40,24.0,220150.0,1666306560.958827
41,24.0,225150.0,1666306565.953995
42,24.0,230150.0,1666306570.9648168
43,24.0,235150.0,1666306575.9588287
44,24.0,240150.0,1666306580.9544313
45,24.0,245150.0,1666306585.963856
46,24.0,250150.0,1666306590.959005
47,24.0,255150.0,1666306595.969418
48,24.0,260150.0,1666306600.9648886
49,24.0,265150.0,1666306606.026187
50,24.0,270150.0,1666306611.0191133
51,24.0,275150.0,1666306615.9808996
52,24.0,280150.0,1666306620.9761195
53,24.0,285150.0,1666306625.9702067
54,24.0,290150.0,1666306630.9841177
55,24.0,295150.0,1666306635.9761274
56,24.0,300150.0,1666306640.9866068
57,24.0,305150.0,1666306645.9814825
58,24.0,310150.0,1666306650.9920893
59,24.0,315150.0,1666306655.9865003
60,24.0,320150.0,1666306660.982455
61,24.0,325150.0,1666306665.9924347
62,24.0,330150.0,1666306671.0377488
63,24.0,335150.0,1666306676.047004
64,24.0,340150.0,1666306680.9936187
65,24.0,345150.0,1666306686.003749
66,24.0,350150.0,1666306691.0031412
67,24.0,355150.0,1666306696.0079718
68,24.0,360150.0,1666306701.0035768
69,24.0,365150.0,1666306705.9986289
70,24.0,370150.0,1666306711.0092857
71,24.0,375150.0,1666306716.004349
72,24.0,380150.0,1666306721.0150294
73,24.0,385150.0,1666306726.0098834
74,24.0,390150.0,1666306731.0194955
75,24.0,395150.0,1666306736.0659611
76,24.0,400150.0,1666306741.0602465
77,24.0,405150.0,1666306746.0206277
78,24.0,410150.0,1666306751.017636
79,24.0,415150.0,1666306756.0761347
80,24.0,420150.0,1666306761.0211318
81,24.0,425150.0,1666306766.03113
82,24.0,430150.0,1666306771.0266082
83,24.0,435150.0,1666306776.0367286
84,24.0,440150.0,1666306781.0314908
85,24.0,445150.0,1666306786.027221
86,24.0,450150.0,1666306791.0370111
87,24.0,455150.0,1666306796.0322688
88,24.0,460150.0,1666306801.6963491
89,24.0,465150.0,1666306806.0884998
90,24.0,470150.0,1666306811.0479457
91,24.0,475150.0,1666306816.0424461
92,24.0,480150.0,1666306821.0380247
93,24.0,485150.0,1666306826.0486217
94,24.0,490150.0,1666306831.0435433
95,24.0,495150.0,1666306836.0543542
96,24.0,500150.0,1666306841.0495174
97,24.0,505150.0,1666306846.07738
98,24.0,510150.0,1666306851.0549226
99,24.0,515150.0,1666306856.0645514
100,24.0,520150.0,1666306861.059963
101,24.0,525150.0,1666306866.1061745
102,24.0,530150.0,1666306871.114246
103,24.0,535150.0,1666306876.0599706
104,24.0,540150.0,1666306881.0714526
105,24.0,545150.0,1666306886.0667112
106,24.0,550150.0,1666306891.1014898
107,24.0,555150.0,1666306896.0713801
108,24.0,560150.0,1666306901.081126
109,24.0,565150.0,1666306906.076498
110,24.0,570150.0,1666306911.071762
111,24.0,575150.0,1666306916.0821376
112,24.0,580150.0,1666306921.077467
113,24.0,585150.0,1666306926.0876548
114,24.0,590150.0,1666306931.082816
115,24.0,595150.0,1666306936.8117964
116,24.0,600150.0,1666306941.0887988
