,timestamp_ns,signal,signal_dimensions,sensor_id,accuracy,epoch
0,83406560000000.0,138.70545959472656,1.0,1.0,3.0,1666292494.7456203
1,83406560000000.0,1541.120849609375,1.0,3.0,3.0,1666292494.7456203
2,83406560000000.0,5.299212455749512,1.0,4.0,3.0,1666292494.7456203
3,83406560000000.0,25.14006996154785,1.0,6.0,0.0,1666292494.7456203
4,83406560000000.0,101079.359375,1.0,7.0,0.0,1666292494.7456203
5,83406560000000.0,15.152475357055664,1.0,8.0,0.0,1666292494.7456203
6,83406560000000.0,168921.140625,1.0,9.0,0.0,1666292494.7456203
7,83406560000000.0,1.0,1.0,12.0,0.0,1666292494.7456203
8,83406560000000.0,1.0,1.0,13.0,0.0,1666292494.7456203
9,83409560000000.0,133.47122192382812,1.0,1.0,3.0,1666292494.7456203
10,83409560000000.0,1479.6771240234375,1.0,3.0,3.0,1666292494.7456203
11,83409560000000.0,4.610039234161377,1.0,4.0,3.0,1666292494.7456203
12,83409560000000.0,25.137535095214844,1.0,6.0,0.0,1666292494.7456203
13,83409560000000.0,101078.7578125,1.0,7.0,0.0,1666292494.7456203
14,83409560000000.0,15.176844596862793,1.0,8.0,0.0,1666292494.7456203
15,83409560000000.0,170951.59375,1.0,9.0,0.0,1666292494.7456203
16,83409560000000.0,1.0,1.0,12.0,0.0,1666292494.7456203
17,83409560000000.0,1.0,1.0,13.0,0.0,1666292494.7456203
18,83412560000000.0,129.59457397460938,1.0,1.0,3.0,1666292494.7456203
19,83412560000000.0,1434.16845703125,1.0,3.0,3.0,1666292494.7456203
20,83412560000000.0,4.158053398132324,1.0,4.0,3.0,1666292494.7456203
21,83412560000000.0,25.12485122680664,1.0,6.0,0.0,1666292494.7456203
22,83412560000000.0,101079.5625,1.0,7.0,0.0,1666292494.7456203
23,83412560000000.0,15.210540771484375,1.0,8.0,0.0,1666292494.7456203
24,83412560000000.0,171466.84375,1.0,9.0,0.0,1666292494.7456203
25,83412560000000.0,1.0,1.0,12.0,0.0,1666292494.7456203
26,83412560000000.0,1.0,1.0,13.0,0.0,1666292494.7456203
27,83415560000000.0,127.63556671142578,1.0,1.0,3.0,1666292503.2150958
28,83415560000000.0,1411.166748046875,1.0,3.0,3.0,1666292503.2150958
29,83415560000000.0,3.946746349334717,1.0,4.0,3.0,1666292503.2150958
30,83415560000000.0,25.107097625732422,1.0,6.0,0.0,1666292503.2150958
31,83415560000000.0,101078.2890625,1.0,7.0,0.0,1666292503.2150958
32,83415560000000.0,15.239108085632324,1.0,8.0,0.0,1666292503.2150958
33,83415560000000.0,170099.671875,1.0,9.0,0.0,1666292503.2150958
34,83415560000000.0,1.0,1.0,12.0,0.0,1666292503.2150958
35,83415560000000.0,1.0,1.0,13.0,0.0,1666292503.2150958
36,83418560000000.0,125.76361083984375,1.0,1.0,3.0,1666292503.2150958
37,83418560000000.0,1389.1871337890625,1.0,3.0,3.0,1666292503.2150958
38,83418560000000.0,3.7548694610595703,1.0,4.0,3.0,1666292503.2150958
39,83418560000000.0,25.07412338256836,1.0,6.0,0.0,1666292503.2150958
40,83418560000000.0,101079.6484375,1.0,7.0,0.0,1666292503.2150958
41,83418560000000.0,15.257160186767578,1.0,8.0,0.0,1666292503.2150958
42,83418560000000.0,171123.0,1.0,9.0,0.0,1666292503.2150958
43,83418560000000.0,1.0,1.0,12.0,0.0,1666292503.2150958
44,83418560000000.0,1.0,1.0,13.0,0.0,1666292503.2150958
45,83421560000000.0,125.72320556640625,1.0,1.0,3.0,1666292503.2150958
46,83421560000000.0,1388.7037353515625,1.0,3.0,3.0,1666292503.2150958
47,83421560000000.0,3.75075626373291,1.0,4.0,3.0,1666292503.2150958
48,83421560000000.0,25.06144142150879,1.0,6.0,0.0,1666292503.2150958
49,83421560000000.0,101079.25,1.0,7.0,0.0,1666292503.2150958
50,83421560000000.0,15.266365051269531,1.0,8.0,0.0,1666292503.2150958
51,83421560000000.0,168754.125,1.0,9.0,0.0,1666292503.2150958
52,83421560000000.0,1.0,1.0,12.0,0.0,1666292503.2150958
53,83421560000000.0,1.0,1.0,13.0,0.0,1666292503.2150958
54,83424560000000.0,125.85763549804688,1.0,1.0,3.0,1666292512.2074776
55,83424560000000.0,1390.272216796875,1.0,3.0,3.0,1666292512.2074776
56,83424560000000.0,3.7641189098358154,1.0,4.0,3.0,1666292512.2074776
57,83424560000000.0,25.06397819519043,1.0,6.0,0.0,1666292512.2074776
58,83424560000000.0,101077.5859375,1.0,7.0,0.0,1666292512.2074776
59,83424560000000.0,15.295893669128418,1.0,8.0,0.0,1666292512.2074776
60,83424560000000.0,168421.046875,1.0,9.0,0.0,1666292512.2074776
61,83424560000000.0,1.0,1.0,12.0,0.0,1666292512.2074776
62,83424560000000.0,1.0,1.0,13.0,0.0,1666292512.2074776
63,83427560000000.0,124.96730041503906,1.0,1.0,3.0,1666292512.2074776
64,83427560000000.0,1379.8138427734375,1.0,3.0,3.0,1666292512.2074776
65,83427560000000.0,3.6759066581726074,1.0,4.0,3.0,1666292512.2074776
66,83427560000000.0,25.05636978149414,1.0,6.0,0.0,1666292512.2074776
67,83427560000000.0,101078.203125,1.0,7.0,0.0,1666292512.2074776
68,83427560000000.0,15.320048332214355,1.0,8.0,0.0,1666292512.2074776
69,83427560000000.0,170269.375,1.0,9.0,0.0,1666292512.2074776
70,83427560000000.0,1.0,1.0,12.0,0.0,1666292512.2074776
71,83427560000000.0,1.0,1.0,13.0,0.0,1666292512.2074776
72,83430560000000.0,124.59923553466797,1.0,1.0,3.0,1666292512.2074776
73,83430560000000.0,1375.485107421875,1.0,3.0,3.0,1666292512.2074776
74,83430560000000.0,3.6400034427642822,1.0,4.0,3.0,1666292512.2074776
75,83430560000000.0,25.06651496887207,1.0,6.0,0.0,1666292512.2074776
76,83430560000000.0,101077.3125,1.0,7.0,0.0,1666292512.2074776
