,_415,_445,_480,_515,_clear_1,_nir_1,_555,_590,_630,_680,_clear_2,_nir_2,flicker,timestamp,epoch
0,140.0,263.0,314.0,409.0,1476.0,226.0,1045.0,981.0,1277.0,550.0,1474.0,224.0,1.0,58693004.0,1666365058.6066666
1,140.0,262.0,315.0,409.0,1475.0,224.0,1042.0,981.0,1275.0,551.0,1473.0,224.0,1.0,58698086.0,1666365063.686165
2,139.0,261.0,313.0,408.0,1471.0,224.0,1039.0,978.0,1273.0,550.0,1472.0,224.0,1.0,58702984.0,1666365068.666226
3,108.0,199.0,255.0,337.0,1245.0,202.0,749.0,731.0,939.0,470.0,1249.0,202.0,1.0,58708106.0,1666365073.606523
4,124.0,231.0,285.0,373.0,1353.0,214.0,901.0,859.0,1112.0,512.0,1357.0,214.0,1.0,58712984.0,1666365078.6171992
5,130.0,241.0,295.0,386.0,1393.0,216.0,945.0,896.0,1164.0,524.0,1391.0,216.0,1.0,58718086.0,1666365083.5969577
6,123.0,229.0,283.0,371.0,1354.0,214.0,897.0,856.0,1107.0,510.0,1362.0,214.0,1.0,58723004.0,1666365088.6225073
7,162.0,308.0,356.0,460.0,1632.0,238.0,1261.0,1165.0,1527.0,612.0,1637.0,238.0,1.0,58728086.0,1666365093.6168413
8,163.0,308.0,357.0,463.0,1637.0,238.0,1264.0,1168.0,1533.0,614.0,1644.0,238.0,1.0,58732984.0,1666365098.8800051
9,163.0,308.0,355.0,460.0,1640.0,238.0,1261.0,1163.0,1527.0,610.0,1641.0,240.0,1.0,58738106.0,1666365103.623202
10,163.0,308.0,355.0,459.0,1639.0,238.0,1258.0,1162.0,1523.0,608.0,1639.0,238.0,1.0,58742984.0,1666365108.6189265
11,163.0,309.0,357.0,461.0,1643.0,240.0,1262.0,1165.0,1529.0,611.0,1644.0,240.0,1.0,58748086.0,1666365113.629258
12,163.0,309.0,356.0,460.0,1641.0,238.0,1258.0,1163.0,1524.0,612.0,1638.0,238.0,1.0,58753004.0,1666365118.6239803
13,161.0,306.0,354.0,457.0,1634.0,240.0,1230.0,1139.0,1488.0,601.0,1625.0,238.0,1.0,58758086.0,1666365123.6330762
14,164.0,311.0,359.0,463.0,1654.0,244.0,1261.0,1161.0,1529.0,616.0,1653.0,244.0,1.0,58762984.0,1666365128.6132128
15,164.0,310.0,359.0,462.0,1652.0,246.0,1260.0,1162.0,1530.0,616.0,1653.0,244.0,1.0,58768042.0,1666365133.8064814
16,165.0,311.0,358.0,463.0,1653.0,246.0,1261.0,1162.0,1528.0,616.0,1651.0,244.0,1.0,58772985.0,1666365138.7236788
17,156.0,297.0,341.0,441.0,1592.0,236.0,1249.0,1150.0,1516.0,606.0,1632.0,240.0,1.0,58778087.0,1666365162.51157
18,154.0,294.0,339.0,435.0,1581.0,234.0,1197.0,1102.0,1445.0,577.0,1580.0,232.0,1.0,58783006.0,1666365167.2258549
19,155.0,294.0,340.0,437.0,1584.0,234.0,1198.0,1102.0,1448.0,577.0,1582.0,234.0,1.0,58787969.0,1666365178.1758947
20,158.0,299.0,347.0,446.0,1602.0,236.0,1248.0,1150.0,1513.0,607.0,1630.0,240.0,1.0,58792987.0,1666365183.2911637
21,161.0,307.0,352.0,455.0,1624.0,240.0,1246.0,1146.0,1510.0,604.0,1624.0,238.0,1.0,58798109.0,1666365188.3011048
22,162.0,305.0,352.0,455.0,1624.0,240.0,1244.0,1146.0,1510.0,603.0,1624.0,240.0,1.0,58802987.0,1666365193.31065
23,161.0,306.0,352.0,455.0,1623.0,238.0,1243.0,1145.0,1508.0,603.0,1623.0,240.0,1.0,58808089.0,1666365198.3934903
24,164.0,311.0,358.0,466.0,1687.0,242.0,1187.0,1097.0,1443.0,595.0,1594.0,248.0,1.0,58813007.0,1666365203.316552
25,169.0,320.0,370.0,483.0,1753.0,254.0,1294.0,1200.0,1579.0,639.0,1753.0,254.0,1.0,58818089.0,1666365208.3111267
26,169.0,320.0,371.0,482.0,1753.0,254.0,1295.0,1201.0,1581.0,639.0,1754.0,254.0,1.0,58822987.0,1666365213.6247044
27,169.0,320.0,371.0,483.0,1753.0,256.0,1294.0,1200.0,1580.0,639.0,1754.0,254.0,1.0,58828109.0,1666365218.3170795
28,169.0,321.0,371.0,483.0,1754.0,256.0,1293.0,1200.0,1579.0,639.0,1753.0,255.0,1.0,58832987.0,1666365223.3120744
29,170.0,320.0,372.0,484.0,1752.0,254.0,1294.0,1200.0,1580.0,638.0,1754.0,254.0,1.0,58838089.0,1666365228.3079412
30,170.0,320.0,372.0,484.0,1752.0,254.0,1294.0,1198.0,1579.0,639.0,1752.0,254.0,1.0,58843007.0,1666365233.3175542
31,169.0,320.0,371.0,483.0,1753.0,256.0,1295.0,1200.0,1580.0,639.0,1755.0,254.0,1.0,58848089.0,1666365238.3285317
32,170.0,320.0,371.0,484.0,1753.0,254.0,1294.0,1199.0,1579.0,639.0,1752.0,254.0,1.0,58852987.0,1666365243.3079784
33,170.0,321.0,372.0,483.0,1753.0,254.0,1295.0,1199.0,1579.0,639.0,1753.0,254.0,1.0,58858109.0,1666365248.333942
