,temp,hum,timestamp,epoch
0,25.25635528564453,21.22781753540039,125161.0,1666366457.35609
1,25.30175018310547,21.40901756286621,130161.0,1666366462.3508747
2,25.28839874267578,21.67986488342285,135161.0,1666366467.361337
3,25.315101623535156,21.307926177978516,140161.0,1666366472.356266
4,25.293739318847656,21.140077590942383,145161.0,1666366477.367331
5,25.30976104736328,21.128633499145508,150161.0,1666366482.3615568
6,25.317771911621094,21.096208572387695,155161.0,1666366487.3714285
7,25.28839874267578,21.101930618286133,160161.0,1666366492.3672097
8,25.32044219970703,21.061874389648438,165161.0,1666366497.3634496
9,25.36316680908203,21.059967041015625,170161.0,1666366502.3729682
10,25.35248565673828,21.12291145324707,175161.0,1666366507.450337
11,25.36316680908203,20.955062866210938,180161.0,1666366512.4443965
12,25.403221130371094,21.0408935546875,185161.0,1666366517.3734887
13,25.33379364013672,21.012283325195312,190161.0,1666366522.3838828
14,25.336463928222656,21.086671829223633,195161.0,1666366527.3945985
15,25.328453063964844,21.121004104614258,200161.0,1666366532.3891072
16,25.32311248779297,21.061874389648438,205161.0,1666366537.3843884
17,25.33379364013672,21.134355545043945,210161.0,1666366542.379842
18,25.33112335205078,21.126726150512695,215161.0,1666366547.3900566
19,25.32311248779297,21.096208572387695,220161.0,1666366552.384725
20,25.33112335205078,21.067598342895508,225161.0,1666366557.39504
21,25.360496520996094,21.094301223754883,230161.0,1666366562.3898613
22,25.357826232910156,21.090486526489258,235161.0,1666366567.4000802
23,25.336463928222656,21.126726150512695,240161.0,1666366572.4778564
24,25.336463928222656,21.119096755981445,245161.0,1666366577.47473
25,25.32044219970703,21.151521682739258,250161.0,1666366582.4011898
26,25.35515594482422,21.170595169067383,255161.0,1666366587.3957283
27,25.37384796142578,21.111467361450195,260161.0,1666366592.42096
28,25.36316680908203,21.121004104614258,265161.0,1666366597.4011436
29,25.37384796142578,21.128633499145508,270161.0,1666366602.4119391
30,25.389869689941406,21.12291145324707,275161.0,1666366607.4075775
31,25.347145080566406,21.098115921020508,280161.0,1666366612.4164944
32,25.381858825683594,21.065690994262695,285161.0,1666366617.4125893
33,25.38719940185547,21.071413040161133,290161.0,1666366622.4075382
34,25.357826232910156,21.082857131958008,295161.0,1666366627.4171748
35,25.381858825683594,21.10002326965332,300161.0,1666366632.4132965
36,25.349815368652344,21.103837966918945,305161.0,1666366637.4911048
37,25.360496520996094,21.042800903320312,310161.0,1666366642.501282
38,25.36316680908203,21.187763214111328,315161.0,1666366647.4279711
39,25.360496520996094,21.090486526489258,320161.0,1666366652.423145
40,25.30976104736328,21.201114654541016,325161.0,1666366657.4181755
41,25.242996215820312,21.082857131958008,330161.0,1666366662.429359
42,25.28839874267578,21.16105842590332,335161.0,1666366667.4246993
43,25.272377014160156,21.063783645629883,340161.0,1666366672.4347136
44,25.261695861816406,21.109560012817383,345161.0,1666366677.4292817
45,25.283058166503906,21.170595169067383,350161.0,1666366682.4396157
46,25.307090759277344,21.174409866333008,355161.0,1666366687.4349513
47,25.36316680908203,21.143892288208008,360161.0,1666366692.44508
48,25.36316680908203,21.065690994262695,365161.0,1666366697.440813
49,25.37384796142578,21.016098022460938,370161.0,1666366702.9963043
50,25.40589141845703,21.014190673828125,375161.0,1666366707.5300903
51,25.37384796142578,20.981765747070312,380161.0,1666366712.4413574
52,25.349815368652344,20.976043701171875,385161.0,1666366717.466079
53,25.36583709716797,21.014190673828125,390161.0,1666366722.4615152
54,25.39521026611328,21.140077590942383,395161.0,1666366727.4571192
55,25.381858825683594,21.180131912231445,400161.0,1666366732.4524088
56,25.360496520996094,21.111467361450195,405161.0,1666366737.4473379
57,25.30175018310547,21.111467361450195,410161.0,1666366742.4567223
58,25.197601318359375,21.096208572387695,415161.0,1666366747.4519615
59,25.184249877929688,21.182039260864258,420161.0,1666366752.4636705
60,25.229644775390625,21.208744049072266,425161.0,1666366757.458278
61,25.253684997558594,21.231632232666016,430161.0,1666366762.4684446
62,25.283058166503906,21.605478286743164,435161.0,1666366767.5455256
63,25.32044219970703,21.84962272644043,440161.0,1666366772.5417938
64,25.347145080566406,21.740901947021484,445161.0,1666366777.4681668
65,25.336463928222656,21.26596450805664,450161.0,1666366782.464289
66,25.371177673339844,21.21255874633789,455161.0,1666366787.4742892
67,25.336463928222656,21.141984939575195,460161.0,1666366792.4699566
68,25.37384796142578,21.19729995727539,465161.0,1666366797.4794161
69,25.35248565673828,21.105745315551758,470161.0,1666366802.474945
70,25.38452911376953,21.01800537109375,475161.0,1666366807.4852185
71,25.38452911376953,21.0408935546875,480161.0,1666366812.4807963
72,25.403221130371094,21.05615234375,485161.0,1666366817.4898021
73,25.38719940185547,20.977951049804688,490161.0,1666366822.5154266
74,25.379188537597656,21.04852294921875,495161.0,1666366827.4807453
75,25.413902282714844,21.058059692382812,500161.0,1666366832.4904842
76,25.41924285888672,21.038986206054688,505161.0,1666366838.1245418
77,25.42992401123047,21.094301223754883,510161.0,1666366842.4964254
78,25.41657257080078,21.164873123168945,515161.0,1666366847.4910796
79,25.403221130371094,21.22018814086914,520161.0,1666366852.5016205
80,25.40589141845703,21.174409866333008,525161.0,1666366857.496652
81,25.45128631591797,21.874418258666992,530161.0,1666366862.4916635
82,25.453956604003906,21.765697479248047,535161.0,1666366867.5030417
83,25.51270294189453,21.68558692932129,540161.0,1666366872.4961693
84,25.54474639892578,21.441444396972656,545161.0,1666366877.5081346
85,25.53406524658203,21.267871856689453,550161.0,1666366882.5318296
86,25.54741668701172,21.10002326965332,555161.0,1666366887.5129995
