,timestamp_ns,signal,signal_dimensions,sensor_id,accuracy,epoch
0,90624560000000.0,83.44982147216797,1.0,1.0,3.0,1666299715.299646
1,90624560000000.0,906.3287353515625,1.0,3.0,3.0,1666299715.299646
2,90624560000000.0,1.2563226222991943,1.0,4.0,3.0,1666299715.299646
3,90624560000000.0,24.891502380371094,1.0,6.0,0.0,1666299715.299646
4,90624560000000.0,101078.5625,1.0,7.0,0.0,1666299715.299646
5,90624560000000.0,17.444538116455078,1.0,8.0,0.0,1666299715.299646
6,90624560000000.0,184637.578125,1.0,9.0,0.0,1666299715.299646
7,90624560000000.0,1.0,1.0,12.0,0.0,1666299715.299646
8,90624560000000.0,1.0,1.0,13.0,0.0,1666299715.299646
9,90627560000000.0,81.37661743164062,1.0,1.0,3.0,1666299715.299646
10,90627560000000.0,881.1424560546875,1.0,3.0,3.0,1666299715.299646
11,90627560000000.0,1.186585545539856,1.0,4.0,3.0,1666299715.299646
12,90627560000000.0,24.883892059326172,1.0,6.0,0.0,1666299715.299646
13,90627560000000.0,101080.7734375,1.0,7.0,0.0,1666299715.299646
14,90627560000000.0,17.459115982055664,1.0,8.0,0.0,1666299715.299646
15,90627560000000.0,186249.546875,1.0,9.0,0.0,1666299715.299646
16,90627560000000.0,1.0,1.0,12.0,0.0,1666299715.299646
17,90627560000000.0,1.0,1.0,13.0,0.0,1666299715.299646
18,90630560000000.0,77.64521026611328,1.0,1.0,3.0,1666299715.299646
19,90630560000000.0,835.8143310546875,1.0,3.0,3.0,1666299715.299646
20,90630560000000.0,1.0706864595413208,1.0,4.0,3.0,1666299715.299646
21,90630560000000.0,24.88135528564453,1.0,6.0,0.0,1666299715.299646
22,90630560000000.0,101079.6171875,1.0,7.0,0.0,1666299715.299646
23,90630560000000.0,17.468969345092773,1.0,8.0,0.0,1666299715.299646
24,90630560000000.0,191294.59375,1.0,9.0,0.0,1666299715.299646
25,90630560000000.0,1.0,1.0,12.0,0.0,1666299715.299646
26,90630560000000.0,1.0,1.0,13.0,0.0,1666299715.299646
