,timestamp_ns,signal,signal_dimensions,sensor_id,accuracy,epoch
0,10101560000000.0,158.29345703125,1.0,1.0,3.0,1666219160.5139425
1,10101560000000.0,2095.22802734375,1.0,3.0,3.0,1666219160.5139425
2,10101560000000.0,18.61516761779785,1.0,4.0,3.0,1666219160.5139425
3,10101560000000.0,25.198408126831055,1.0,6.0,0.0,1666219160.5139425
4,10101560000000.0,100758.671875,1.0,7.0,0.0,1666219160.5139425
5,10101560000000.0,19.370283126831055,1.0,8.0,0.0,1666219160.5139425
6,10101560000000.0,127141.7890625,1.0,9.0,0.0,1666219160.5139425
7,10101560000000.0,1.0,1.0,12.0,0.0,1666219160.5139425
8,10101560000000.0,1.0,1.0,13.0,0.0,1666219160.5139425
9,10104560000000.0,159.69207763671875,1.0,1.0,3.0,1666219160.5139425
10,10104560000000.0,2115.808837890625,1.0,3.0,3.0,1666219160.5139425
11,10104560000000.0,19.50446128845215,1.0,4.0,3.0,1666219160.5139425
12,10104560000000.0,25.200944900512695,1.0,6.0,0.0,1666219160.5139425
13,10104560000000.0,100757.53125,1.0,7.0,0.0,1666219160.5139425
14,10104560000000.0,19.37042999267578,1.0,8.0,0.0,1666219160.5139425
15,10104560000000.0,125829.4453125,1.0,9.0,0.0,1666219160.5139425
16,10104560000000.0,1.0,1.0,12.0,0.0,1666219160.5139425
17,10104560000000.0,1.0,1.0,13.0,0.0,1666219160.5139425
18,10107560000000.0,160.98074340820312,1.0,1.0,3.0,1666219160.5139425
19,10107560000000.0,2134.769775390625,1.0,3.0,3.0,1666219160.5139425
20,10107560000000.0,20.361297607421875,1.0,4.0,3.0,1666219160.5139425
21,10107560000000.0,25.180652618408203,1.0,6.0,0.0,1666219160.5139425
22,10107560000000.0,100757.234375,1.0,7.0,0.0,1666219160.5139425
23,10107560000000.0,19.364168167114258,1.0,8.0,0.0,1666219160.5139425
24,10107560000000.0,125275.265625,1.0,9.0,0.0,1666219160.5139425
25,10107560000000.0,1.0,1.0,12.0,0.0,1666219160.5139425
26,10107560000000.0,1.0,1.0,13.0,0.0,1666219160.5139425
27,10110560000000.0,161.9156951904297,1.0,1.0,3.0,1666219169.5089915
28,10110560000000.0,2148.519775390625,1.0,3.0,3.0,1666219169.5089915
29,10110560000000.0,21.006114959716797,1.0,4.0,3.0,1666219169.5089915
30,10110560000000.0,25.193334579467773,1.0,6.0,0.0,1666219169.5089915
31,10110560000000.0,100757.8203125,1.0,7.0,0.0,1666219169.5089915
32,10110560000000.0,19.3699893951416,1.0,8.0,0.0,1666219169.5089915
33,10110560000000.0,125183.375,1.0,9.0,0.0,1666219169.5089915
34,10110560000000.0,1.0,1.0,12.0,0.0,1666219169.5089915
35,10110560000000.0,1.0,1.0,13.0,0.0,1666219169.5089915
