,_415,_445,_480,_515,_clear_1,_nir_1,_555,_590,_630,_680,_clear_2,_nir_2,flicker,timestamp,epoch
0,440.0,735.0,1070.0,1451.0,6490.0,1700.0,2546.0,2538.0,3292.0,2540.0,6487.0,1698.0,1.0,83413010.0,1666292496.1342535
1,439.0,732.0,1065.0,1447.0,6419.0,1666.0,2540.0,2536.0,3282.0,2543.0,6446.0,1681.0,1.0,83418091.0,1666292501.051589
2,437.0,729.0,1057.0,1439.0,6158.0,1562.0,2617.0,2635.0,3356.0,2610.0,5994.0,1516.0,1.0,83422989.0,1666292506.0316067
3,450.0,748.0,1089.0,1476.0,5864.0,1482.0,2595.0,2609.0,3322.0,2580.0,5891.0,1496.0,1.0,83428111.0,1666292511.057737
4,451.0,749.0,1090.0,1479.0,5888.0,1492.0,2596.0,2610.0,3321.0,2580.0,5886.0,1492.0,1.0,83432989.0,1666292516.06827
5,450.0,750.0,1091.0,1480.0,5874.0,1486.0,2597.0,2612.0,3321.0,2584.0,5877.0,1488.0,1.0,83438091.0,1666292521.3098657
6,450.0,749.0,1090.0,1480.0,5886.0,1488.0,2595.0,2614.0,3325.0,2587.0,5885.0,1488.0,1.0,83443009.0,1666292526.0540662
7,451.0,750.0,1091.0,1481.0,5893.0,1492.0,2598.0,2615.0,3326.0,2587.0,5896.0,1493.0,1.0,83448091.0,1666292531.068367
8,451.0,750.0,1092.0,1481.0,5888.0,1490.0,2597.0,2614.0,3322.0,2586.0,5880.0,1486.0,1.0,83452989.0,1666292536.0499213
9,452.0,752.0,1093.0,1484.0,5892.0,1490.0,2599.0,2619.0,3327.0,2591.0,5886.0,1486.0,1.0,83458112.0,1666292541.0734491
10,451.0,752.0,1094.0,1482.0,5881.0,1480.0,2598.0,2619.0,3328.0,2592.0,5885.0,1484.0,1.0,83462989.0,1666292546.06914
11,465.0,775.0,1130.0,1535.0,6317.0,1596.0,2745.0,2742.0,3586.0,2776.0,7360.0,1906.0,1.0,83468091.0,1666292551.062245
12,458.0,764.0,1118.0,1516.0,6557.0,1744.0,2641.0,2639.0,3417.0,2645.0,6475.0,1720.0,1.0,83473009.0,1666292556.0698688
13,462.0,770.0,1122.0,1528.0,6030.0,1466.0,2635.0,2639.0,3397.0,2626.0,6255.0,1634.0,1.0,83478091.0,1666292561.1620398
14,456.0,758.0,1104.0,1498.0,6093.0,1570.0,2597.0,2616.0,3332.0,2590.0,5947.0,1513.0,1.0,83482989.0,1666292566.3425193
15,452.0,751.0,1093.0,1484.0,5951.0,1514.0,2604.0,2621.0,3340.0,2597.0,5953.0,1518.0,1.0,83488111.0,1666292571.0898013
16,451.0,750.0,1090.0,1481.0,5845.0,1460.0,2589.0,2616.0,3320.0,2591.0,5850.0,1469.0,1.0,83492989.0,1666292576.0864065
17,453.0,752.0,1094.0,1486.0,5910.0,1498.0,2604.0,2626.0,3340.0,2604.0,5927.0,1502.0,1.0,83498091.0,1666292581.0654144
18,453.0,753.0,1094.0,1485.0,5928.0,1502.0,2600.0,2622.0,3335.0,2598.0,5927.0,1500.0,1.0,83503010.0,1666292586.0912054
19,453.0,753.0,1094.0,1486.0,5929.0,1500.0,2601.0,2623.0,3337.0,2601.0,5930.0,1500.0,1.0,83508091.0,1666292591.08547
