,_415,_445,_480,_515,_clear_1,_nir_1,_555,_590,_630,_680,_clear_2,_nir_2,flicker,timestamp,epoch
0,107.0,211.0,206.0,268.0,1138.0,138.0,1019.0,887.0,1253.0,353.0,1139.0,138.0,1.0,18086.0,1666306360.3667347
1,110.0,219.0,215.0,277.0,1191.0,144.0,1056.0,917.0,1290.0,364.0,1189.0,142.0,1.0,22984.0,1666306365.3468623
2,110.0,219.0,215.0,278.0,1190.0,144.0,1061.0,923.0,1301.0,366.0,1199.0,144.0,1.0,28106.0,1666306370.372157
3,111.0,219.0,216.0,279.0,1203.0,144.0,1061.0,922.0,1302.0,366.0,1205.0,144.0,1.0,32984.0,1666306375.3689165
4,111.0,219.0,217.0,279.0,1205.0,146.0,1054.0,917.0,1291.0,363.0,1190.0,144.0,1.0,38086.0,1666306380.3463545
5,111.0,219.0,216.0,278.0,1205.0,146.0,1058.0,919.0,1292.0,363.0,1200.0,144.0,1.0,43004.0,1666306385.373005
6,111.0,220.0,217.0,280.0,1241.0,166.0,1054.0,916.0,1287.0,362.0,1193.0,172.0,1.0,48086.0,1666306390.3672976
7,91.0,182.0,181.0,236.0,1024.0,126.0,1058.0,919.0,1292.0,364.0,1191.0,144.0,1.0,52984.0,1666306395.6632972
8,110.0,218.0,215.0,277.0,1187.0,144.0,1071.0,929.0,1312.0,369.0,1232.0,148.0,1.0,58106.0,1666306400.3734396
9,111.0,221.0,217.0,282.0,1218.0,144.0,454.0,421.0,592.0,186.0,662.0,88.0,1.0,62984.0,1666306405.3836186
10,111.0,221.0,216.0,280.0,1229.0,148.0,468.0,433.0,611.0,191.0,690.0,92.0,1.0,68086.0,1666306410.4495535
11,102.0,204.0,200.0,260.0,1094.0,134.0,850.0,744.0,1059.0,306.0,1002.0,126.0,1.0,73004.0,1666306415.3945997
12,29.0,60.0,65.0,90.0,415.0,44.0,984.0,853.0,1195.0,328.0,1111.0,140.0,1.0,78086.0,1666306420.3841386
13,110.0,216.0,212.0,274.0,1229.0,152.0,1065.0,920.0,1305.0,360.0,1240.0,168.0,1.0,82984.0,1666306425.3639953
14,110.0,216.0,213.0,275.0,1241.0,156.0,1064.0,919.0,1307.0,361.0,1240.0,152.0,1.0,88106.0,1666306430.3898714
15,111.0,216.0,213.0,275.0,1241.0,152.0,1064.0,920.0,1307.0,360.0,1241.0,152.0,1.0,92984.0,1666306435.3994782
16,110.0,217.0,213.0,275.0,1239.0,152.0,1063.0,920.0,1307.0,360.0,1239.0,152.0,1.0,98086.0,1666306440.685756
17,110.0,216.0,212.0,275.0,1241.0,154.0,1063.0,920.0,1307.0,360.0,1240.0,152.0,1.0,103004.0,1666306445.389999
18,110.0,217.0,213.0,275.0,1241.0,152.0,1064.0,919.0,1308.0,360.0,1241.0,154.0,1.0,108086.0,1666306450.4027007
19,111.0,216.0,212.0,274.0,1241.0,152.0,1064.0,919.0,1307.0,360.0,1241.0,152.0,1.0,112984.0,1666306455.3803167
20,110.0,216.0,213.0,274.0,1239.0,152.0,1063.0,920.0,1308.0,360.0,1242.0,152.0,1.0,118106.0,1666306460.4057028
21,111.0,217.0,213.0,275.0,1241.0,152.0,1064.0,920.0,1307.0,360.0,1241.0,152.0,1.0,122984.0,1666306465.4011548
22,110.0,217.0,213.0,275.0,1241.0,152.0,1065.0,920.0,1308.0,360.0,1241.0,154.0,1.0,128086.0,1666306470.3812523
23,110.0,216.0,213.0,275.0,1241.0,152.0,1064.0,920.0,1308.0,361.0,1242.0,152.0,1.0,133004.0,1666306475.4774117
24,110.0,217.0,212.0,275.0,1242.0,152.0,1064.0,920.0,1308.0,361.0,1241.0,152.0,1.0,138086.0,1666306480.4938378
25,111.0,216.0,213.0,275.0,1242.0,152.0,1066.0,922.0,1309.0,361.0,1243.0,152.0,1.0,142984.0,1666306485.7192118
26,110.0,217.0,213.0,274.0,1241.0,152.0,1063.0,919.0,1307.0,360.0,1240.0,152.0,1.0,148106.0,1666306490.4063368
27,110.0,217.0,213.0,274.0,1239.0,152.0,1064.0,919.0,1307.0,360.0,1240.0,152.0,1.0,152984.0,1666306495.4173212
28,110.0,216.0,213.0,274.0,1239.0,154.0,1064.0,919.0,1307.0,360.0,1240.0,152.0,1.0,158086.0,1666306500.3973148
29,110.0,216.0,213.0,274.0,1240.0,152.0,1063.0,919.0,1306.0,360.0,1241.0,152.0,1.0,163004.0,1666306505.421426
30,111.0,216.0,212.0,275.0,1239.0,152.0,1063.0,919.0,1306.0,360.0,1240.0,152.0,1.0,168086.0,1666306510.4182813
31,110.0,217.0,213.0,274.0,1240.0,152.0,1063.0,919.0,1306.0,359.0,1239.0,152.0,1.0,172984.0,1666306515.397653
32,110.0,216.0,212.0,274.0,1240.0,152.0,1064.0,920.0,1307.0,360.0,1240.0,154.0,1.0,178106.0,1666306520.4226494
33,111.0,216.0,212.0,274.0,1240.0,152.0,1063.0,919.0,1306.0,361.0,1240.0,152.0,1.0,182984.0,1666306525.4181116
34,111.0,216.0,212.0,275.0,1241.0,152.0,1063.0,919.0,1306.0,360.0,1240.0,154.0,1.0,188086.0,1666306530.7537937
35,110.0,217.0,213.0,274.0,1240.0,152.0,1062.0,920.0,1307.0,360.0,1240.0,152.0,1.0,193004.0,1666306535.4237127
36,110.0,216.0,213.0,275.0,1240.0,152.0,1064.0,920.0,1307.0,361.0,1241.0,152.0,1.0,198086.0,1666306540.835696
37,110.0,217.0,213.0,274.0,1240.0,152.0,1065.0,920.0,1307.0,360.0,1240.0,152.0,1.0,202984.0,1666306545.4831092
38,110.0,217.0,213.0,274.0,1240.0,152.0,1064.0,920.0,1307.0,360.0,1241.0,152.0,1.0,208106.0,1666306550.423186
39,110.0,216.0,212.0,275.0,1241.0,152.0,1064.0,919.0,1309.0,361.0,1242.0,152.0,1.0,212984.0,1666306555.4343991
40,110.0,217.0,213.0,275.0,1241.0,152.0,1064.0,920.0,1307.0,360.0,1241.0,152.0,1.0,218086.0,1666306560.415825
41,111.0,216.0,212.0,275.0,1240.0,152.0,1064.0,919.0,1308.0,360.0,1242.0,152.0,1.0,223004.0,1666306565.4402092
42,110.0,216.0,213.0,275.0,1241.0,152.0,1064.0,920.0,1308.0,360.0,1242.0,152.0,1.0,228086.0,1666306570.4368222
43,110.0,217.0,213.0,274.0,1241.0,154.0,1065.0,920.0,1309.0,360.0,1241.0,152.0,1.0,232984.0,1666306575.8438308
44,111.0,216.0,213.0,275.0,1242.0,152.0,1064.0,920.0,1308.0,360.0,1241.0,152.0,1.0,238106.0,1666306580.4403799
45,111.0,216.0,213.0,275.0,1242.0,152.0,1064.0,920.0,1308.0,360.0,1242.0,152.0,1.0,242984.0,1666306585.450978
46,110.0,217.0,213.0,275.0,1241.0,152.0,1065.0,920.0,1308.0,361.0,1241.0,152.0,1.0,248086.0,1666306590.430026
47,110.0,217.0,213.0,275.0,1241.0,152.0,1065.0,920.0,1307.0,361.0,1243.0,152.0,1.0,253004.0,1666306595.4412434
48,111.0,216.0,213.0,275.0,1241.0,152.0,1065.0,920.0,1307.0,360.0,1241.0,152.0,1.0,258086.0,1666306600.4514244
49,111.0,216.0,213.0,275.0,1242.0,152.0,1065.0,921.0,1308.0,361.0,1240.0,152.0,1.0,262984.0,1666306605.5024576
50,110.0,217.0,213.0,275.0,1242.0,152.0,1065.0,919.0,1308.0,360.0,1240.0,154.0,1.0,268106.0,1666306610.581616
51,110.0,217.0,213.0,275.0,1240.0,152.0,1065.0,919.0,1308.0,361.0,1241.0,152.0,1.0,272984.0,1666306615.45238
52,110.0,217.0,213.0,274.0,1240.0,152.0,1065.0,919.0,1308.0,361.0,1240.0,152.0,1.0,278086.0,1666306620.841608
53,110.0,217.0,213.0,275.0,1241.0,152.0,1064.0,920.0,1308.0,360.0,1240.0,152.0,1.0,283004.0,1666306625.457151
54,110.0,217.0,213.0,274.0,1240.0,154.0,1064.0,921.0,1310.0,360.0,1241.0,152.0,1.0,288086.0,1666306630.4671175
55,110.0,217.0,212.0,275.0,1241.0,154.0,1065.0,920.0,1308.0,361.0,1241.0,152.0,1.0,292984.0,1666306635.4491198
56,111.0,217.0,212.0,274.0,1240.0,152.0,1065.0,919.0,1307.0,360.0,1240.0,152.0,1.0,298106.0,1666306640.45807
57,111.0,216.0,212.0,275.0,1241.0,152.0,1064.0,919.0,1308.0,361.0,1241.0,152.0,1.0,302984.0,1666306645.467988
58,111.0,217.0,214.0,275.0,1241.0,152.0,1065.0,920.0,1308.0,360.0,1242.0,152.0,1.0,308086.0,1666306650.447327
59,110.0,217.0,213.0,275.0,1240.0,152.0,1065.0,920.0,1308.0,361.0,1241.0,152.0,1.0,313004.0,1666306655.4732513
60,110.0,216.0,213.0,275.0,1240.0,152.0,1065.0,920.0,1308.0,360.0,1241.0,152.0,1.0,318086.0,1666306660.4689615
61,110.0,216.0,213.0,275.0,1240.0,154.0,1065.0,921.0,1309.0,361.0,1241.0,152.0,1.0,322984.0,1666306665.893287
62,111.0,217.0,213.0,275.0,1242.0,152.0,1064.0,921.0,1308.0,360.0,1241.0,152.0,1.0,328106.0,1666306670.6347456
63,110.0,216.0,213.0,275.0,1242.0,152.0,1064.0,919.0,1307.0,360.0,1240.0,154.0,1.0,332984.0,1666306675.899386
