,_415,_445,_480,_515,_clear_1,_nir_1,_555,_590,_630,_680,_clear_2,_nir_2,flicker,timestamp,epoch
0,616.0,904.0,1363.0,1907.0,14692.0,5358.0,3137.0,2897.0,4576.0,3935.0,14747.0,5410.0,1.0,88903010.0,1666297988.091249
1,621.0,908.0,1371.0,1921.0,14809.0,5414.0,3148.0,2910.0,4598.0,3953.0,14811.0,5428.0,1.0,88908091.0,1666297993.009166
2,625.0,914.0,1378.0,1931.0,14907.0,5464.0,3170.0,2925.0,4623.0,3982.0,14976.0,5511.0,1.0,88912989.0,1666297997.9919386
3,629.0,921.0,1387.0,1949.0,15146.0,5564.0,3185.0,2929.0,4629.0,3978.0,15285.0,5635.0,1.0,88918111.0,1666298003.0144832
4,646.0,949.0,1434.0,2012.0,16143.0,5920.0,3260.0,2977.0,4732.0,4101.0,16197.0,5939.0,1.0,88922989.0,1666298008.009356
5,650.0,955.0,1441.0,2024.0,16255.0,5974.0,3267.0,2983.0,4746.0,4109.0,16252.0,5979.0,1.0,88928091.0,1666298013.2768266
6,639.0,931.0,1404.0,1978.0,15346.0,5694.0,3214.0,2955.0,4687.0,4010.0,15225.0,5659.0,1.0,88933009.0,1666298018.0101192
7,635.0,922.0,1388.0,1954.0,14998.0,5564.0,3176.0,2941.0,4633.0,3985.0,14972.0,5566.0,1.0,88938091.0,1666298023.0265303
8,640.0,927.0,1397.0,1967.0,15152.0,5638.0,3199.0,2953.0,4666.0,4006.0,15154.0,5640.0,1.0,88942989.0,1666298028.0055308
9,641.0,928.0,1398.0,1969.0,15180.0,5656.0,3203.0,2957.0,4672.0,4007.0,15181.0,5652.0,1.0,88948112.0,1666298033.0355213
10,640.0,924.0,1395.0,1962.0,15135.0,5637.0,3303.0,2990.0,4803.0,4074.0,16055.0,5958.0,1.0,88952989.0,1666298038.0226386
11,655.0,949.0,1443.0,2026.0,16018.0,5958.0,3296.0,2982.0,4805.0,4056.0,16021.0,5965.0,1.0,88958091.0,1666298043.005862
12,656.0,950.0,1445.0,2031.0,16097.0,6004.0,3233.0,2970.0,4733.0,4031.0,15500.0,5781.0,1.0,88963009.0,1666298048.0326145
13,650.0,937.0,1417.0,1989.0,15687.0,5826.0,3251.0,2981.0,4744.0,4052.0,15726.0,5872.0,1.0,88968091.0,1666298053.1057627
14,650.0,940.0,1423.0,1996.0,15769.0,5894.0,3251.0,2976.0,4746.0,4049.0,15739.0,5882.0,1.0,88972989.0,1666298058.5694404
15,649.0,937.0,1418.0,1990.0,15713.0,5874.0,3247.0,2970.0,4740.0,4037.0,15730.0,5881.0,1.0,88978111.0,1666298063.0321655
16,649.0,938.0,1422.0,1991.0,15801.0,5906.0,3246.0,2970.0,4739.0,4034.0,15744.0,5886.0,1.0,88982989.0,1666298068.0428793
17,647.0,934.0,1415.0,1984.0,15733.0,5884.0,3244.0,2966.0,4737.0,4022.0,15746.0,5884.0,1.0,88988091.0,1666298073.0216203
18,645.0,930.0,1412.0,1976.0,15682.0,5860.0,3235.0,2958.0,4728.0,4011.0,15701.0,5876.0,1.0,88993010.0,1666298078.0428915
19,643.0,928.0,1412.0,1976.0,15710.0,5882.0,3239.0,2951.0,4733.0,3997.0,15710.0,5879.0,1.0,88998091.0,1666298083.043096
20,638.0,923.0,1400.0,1962.0,15563.0,5822.0,3221.0,2936.0,4707.0,3965.0,15553.0,5818.0,1.0,89002989.0,1666298088.0187838
21,648.0,943.0,1439.0,2010.0,16561.0,6114.0,3271.0,2965.0,4751.0,4070.0,16559.0,6115.0,1.0,89008111.0,1666298093.0478578
22,644.0,936.0,1427.0,1993.0,16417.0,6066.0,3251.0,2947.0,4722.0,4040.0,16410.0,6065.0,1.0,89012989.0,1666298098.043088
23,635.0,921.0,1406.0,1965.0,15985.0,5954.0,3222.0,2920.0,4693.0,3967.0,15952.0,5943.0,1.0,89018091.0,1666298103.3602738
24,632.0,917.0,1400.0,1955.0,15878.0,5920.0,3215.0,2908.0,4687.0,3944.0,15873.0,5910.0,1.0,89023009.0,1666298108.0512676
25,627.0,912.0,1392.0,1939.0,15730.0,5860.0,3207.0,2901.0,4679.0,3914.0,15698.0,5849.0,1.0,89028091.0,1666298113.0591724
26,624.0,906.0,1384.0,1927.0,15640.0,5822.0,3189.0,2884.0,4652.0,3891.0,15595.0,5806.0,1.0,89032989.0,1666298118.1058958
27,618.0,899.0,1373.0,1910.0,15534.0,5775.0,3172.0,2866.0,4630.0,3870.0,15559.0,5787.0,1.0,89038112.0,1666298123.1542675
28,614.0,892.0,1365.0,1896.0,15454.0,5740.0,3151.0,2849.0,4594.0,3850.0,15457.0,5741.0,1.0,89042989.0,1666298128.059787
29,605.0,874.0,1336.0,1855.0,14925.0,5534.0,3119.0,2828.0,4550.0,3806.0,15115.0,5613.0,1.0,89048091.0,1666298133.0391831
30,602.0,877.0,1339.0,1860.0,15083.0,5604.0,3120.0,2806.0,4533.0,3763.0,15061.0,5556.0,1.0,89053009.0,1666298138.0651445
31,599.0,870.0,1335.0,1849.0,15028.0,5538.0,3103.0,2791.0,4509.0,3740.0,14975.0,5517.0,1.0,89058091.0,1666298143.0604725
32,593.0,863.0,1324.0,1832.0,14871.0,5498.0,3088.0,2789.0,4497.0,3740.0,14875.0,5505.0,1.0,89062989.0,1666298148.4398787
33,587.0,855.0,1310.0,1812.0,14727.0,5424.0,3060.0,2768.0,4464.0,3706.0,14711.0,5415.0,1.0,89068111.0,1666298153.0659108
34,583.0,849.0,1300.0,1797.0,14603.0,5388.0,3042.0,2752.0,4434.0,3683.0,14588.0,5376.0,1.0,89072989.0,1666298158.0710773
35,578.0,842.0,1289.0,1780.0,14436.0,5326.0,3018.0,2739.0,4399.0,3663.0,14408.0,5300.0,1.0,89078091.0,1666298163.0565982
36,566.0,816.0,1252.0,1724.0,13859.0,5044.0,2970.0,2717.0,4330.0,3641.0,14060.0,5135.0,1.0,89083009.0,1666298168.066602
37,566.0,821.0,1260.0,1737.0,14047.0,5116.0,2954.0,2706.0,4327.0,3623.0,14082.0,4996.0,1.0,89088091.0,1666298173.0768614
38,550.0,802.0,1217.0,1700.0,13202.0,4714.0,2955.0,2685.0,4307.0,3581.0,13908.0,5006.0,1.0,89092989.0,1666298178.0518093
39,570.0,837.0,1274.0,1747.0,14551.0,5338.0,2871.0,2619.0,4206.0,3475.0,13454.0,4977.0,1.0,89098111.0,1666298183.197788
40,545.0,791.0,1204.0,1661.0,13341.0,4938.0,2859.0,2615.0,4180.0,3468.0,13345.0,4935.0,1.0,89102989.0,1666298188.1539738
41,549.0,790.0,1204.0,1628.0,13210.0,4764.0,2820.0,2602.0,4013.0,3523.0,13575.0,4898.0,1.0,89108091.0,1666298193.4187734
42,560.0,815.0,1252.0,1691.0,14262.0,5194.0,2924.0,2635.0,4183.0,3615.0,14638.0,5356.0,1.0,89113009.0,1666298198.0818026
43,549.0,792.0,1208.0,1629.0,13357.0,4802.0,2795.0,2583.0,3969.0,3487.0,13347.0,4807.0,1.0,89118091.0,1666298203.0928082
44,553.0,799.0,1223.0,1647.0,13643.0,4918.0,2835.0,2602.0,4030.0,3532.0,13746.0,4962.0,1.0,89122989.0,1666298208.0687416
45,554.0,802.0,1227.0,1652.0,13730.0,4954.0,2812.0,2594.0,3990.0,3504.0,13464.0,4837.0,1.0,89128112.0,1666298213.0834157
46,533.0,766.0,1170.0,1589.0,12791.0,4630.0,2787.0,2563.0,4060.0,3389.0,12911.0,4746.0,1.0,89132989.0,1666298218.093053
47,529.0,765.0,1170.0,1591.0,12809.0,4702.0,2775.0,2560.0,4041.0,3387.0,12846.0,4727.0,1.0,89138091.0,1666298223.07313
48,530.0,766.0,1171.0,1594.0,12818.0,4709.0,2773.0,2556.0,4037.0,3380.0,12834.0,4721.0,1.0,89143009.0,1666298228.0978222
49,529.0,764.0,1170.0,1593.0,12824.0,4708.0,2768.0,2551.0,4029.0,3370.0,12802.0,4702.0,1.0,89148091.0,1666298233.093926
50,530.0,765.0,1171.0,1594.0,12856.0,4718.0,2781.0,2557.0,4049.0,3384.0,12904.0,4745.0,1.0,89152989.0,1666298238.4686027
51,528.0,763.0,1168.0,1592.0,12846.0,4710.0,2780.0,2551.0,4050.0,3372.0,12870.0,4713.0,1.0,89158111.0,1666298243.0983396
52,529.0,766.0,1174.0,1601.0,12963.0,4754.0,2793.0,2559.0,4073.0,3385.0,12972.0,4754.0,1.0,89162989.0,1666298248.3972104
53,529.0,764.0,1172.0,1598.0,12934.0,4742.0,2788.0,2554.0,4066.0,3378.0,12936.0,4742.0,1.0,89168091.0,1666298253.2429683
54,529.0,765.0,1172.0,1597.0,12934.0,4746.0,2792.0,2555.0,4064.0,3381.0,12950.0,4756.0,1.0,89173010.0,1666298258.0997772
55,524.0,759.0,1159.0,1590.0,12742.0,4680.0,2747.0,2528.0,4005.0,3335.0,12668.0,4657.0,1.0,89178091.0,1666298263.110159
56,525.0,760.0,1161.0,1584.0,12677.0,4630.0,2749.0,2532.0,4007.0,3342.0,12668.0,4627.0,1.0,89182989.0,1666298268.0930007
57,521.0,754.0,1152.0,1565.0,12599.0,4643.0,2745.0,2529.0,4007.0,3340.0,12719.0,4688.0,1.0,89188111.0,1666298273.1146374
