,timestamp_ns,signal,signal_dimensions,sensor_id,accuracy,epoch
0,3558000000.0,50.0,1.0,1.0,0.0,1666367088.8161974
1,3558000000.0,600.0,1.0,3.0,0.0,1666367088.8161974
2,3558000000.0,0.49999991059303284,1.0,4.0,0.0,1666367088.8161974
3,3558000000.0,25.195871353149414,1.0,6.0,0.0,1666367088.8161974
4,3558000000.0,101898.4609375,1.0,7.0,0.0,1666367088.8161974
5,3558000000.0,19.10633087158203,1.0,8.0,0.0,1666367088.8161974
6,3558000000.0,163109.265625,1.0,9.0,0.0,1666367088.8161974
7,3558000000.0,1.0,1.0,12.0,0.0,1666367088.8161974
8,3558000000.0,0.0,1.0,13.0,0.0,1666367088.8161974
9,6558000000.0,50.0,1.0,1.0,0.0,1666367088.8161974
10,6558000000.0,600.0,1.0,3.0,0.0,1666367088.8161974
11,6558000000.0,0.49999991059303284,1.0,4.0,0.0,1666367088.8161974
12,6558000000.0,25.249135971069336,1.0,6.0,0.0,1666367088.8161974
13,6558000000.0,101902.1640625,1.0,7.0,0.0,1666367088.8161974
14,6558000000.0,19.08912467956543,1.0,8.0,0.0,1666367088.8161974
15,6558000000.0,151658.765625,1.0,9.0,0.0,1666367088.8161974
16,6558000000.0,1.0,1.0,12.0,0.0,1666367088.8161974
17,6558000000.0,0.0,1.0,13.0,0.0,1666367088.8161974
18,9558000000.0,50.0,1.0,1.0,0.0,1666367088.8161974
19,9558000000.0,600.0,1.0,3.0,0.0,1666367088.8161974
20,9558000000.0,0.49999991059303284,1.0,4.0,0.0,1666367088.8161974
21,9558000000.0,25.29732894897461,1.0,6.0,0.0,1666367088.8161974
22,9558000000.0,101901.1796875,1.0,7.0,0.0,1666367088.8161974
23,9558000000.0,19.056427001953125,1.0,8.0,0.0,1666367088.8161974
24,9558000000.0,157684.015625,1.0,9.0,0.0,1666367088.8161974
25,9558000000.0,1.0,1.0,12.0,0.0,1666367088.8161974
26,9558000000.0,0.0,1.0,13.0,0.0,1666367088.8161974
27,12558000000.0,50.0,1.0,1.0,0.0,1666367098.3441968
28,12558000000.0,600.0,1.0,3.0,0.0,1666367098.3441968
29,12558000000.0,0.49999991059303284,1.0,4.0,0.0,1666367098.3441968
30,12558000000.0,25.33030128479004,1.0,6.0,0.0,1666367098.3441968
31,12558000000.0,101901.25,1.0,7.0,0.0,1666367098.3441968
32,12558000000.0,19.00259780883789,1.0,8.0,0.0,1666367098.3441968
33,12558000000.0,161871.640625,1.0,9.0,0.0,1666367098.3441968
34,12558000000.0,1.0,1.0,12.0,0.0,1666367098.3441968
35,12558000000.0,0.0,1.0,13.0,0.0,1666367098.3441968
36,15558000000.0,50.0,1.0,1.0,0.0,1666367098.3441968
37,15558000000.0,600.0,1.0,3.0,0.0,1666367098.3441968
38,15558000000.0,0.49999991059303284,1.0,4.0,0.0,1666367098.3441968
39,15558000000.0,25.35820198059082,1.0,6.0,0.0,1666367098.3441968
40,15558000000.0,101900.96875,1.0,7.0,0.0,1666367098.3441968
41,15558000000.0,18.968748092651367,1.0,8.0,0.0,1666367098.3441968
42,15558000000.0,166612.4375,1.0,9.0,0.0,1666367098.3441968
43,15558000000.0,1.0,1.0,12.0,0.0,1666367098.3441968
44,15558000000.0,0.0,1.0,13.0,0.0,1666367098.3441968
45,18558000000.0,50.0,1.0,1.0,0.0,1666367098.3441968
46,18558000000.0,600.0,1.0,3.0,0.0,1666367098.3441968
47,18558000000.0,0.49999991059303284,1.0,4.0,0.0,1666367098.3441968
48,18558000000.0,25.3861026763916,1.0,6.0,0.0,1666367098.3441968
49,18558000000.0,101900.5234375,1.0,7.0,0.0,1666367098.3441968
50,18558000000.0,18.909591674804688,1.0,8.0,0.0,1666367098.3441968
51,18558000000.0,171123.0,1.0,9.0,0.0,1666367098.3441968
52,18558000000.0,1.0,1.0,12.0,0.0,1666367098.3441968
53,18558000000.0,0.0,1.0,13.0,0.0,1666367098.3441968
54,21558000000.0,50.0,1.0,1.0,0.0,1666367106.8141563
55,21558000000.0,600.0,1.0,3.0,0.0,1666367106.8141563
56,21558000000.0,0.49999991059303284,1.0,4.0,0.0,1666367106.8141563
57,21558000000.0,25.38356590270996,1.0,6.0,0.0,1666367106.8141563
58,21558000000.0,101904.96875,1.0,7.0,0.0,1666367106.8141563
59,21558000000.0,18.863901138305664,1.0,8.0,0.0,1666367106.8141563
60,21558000000.0,174268.203125,1.0,9.0,0.0,1666367106.8141563
61,21558000000.0,1.0,1.0,12.0,0.0,1666367106.8141563
62,21558000000.0,0.0,1.0,13.0,0.0,1666367106.8141563
63,24558000000.0,50.0,1.0,1.0,0.0,1666367106.8141563
64,24558000000.0,600.0,1.0,3.0,0.0,1666367106.8141563
65,24558000000.0,0.49999991059303284,1.0,4.0,0.0,1666367106.8141563
66,24558000000.0,25.35820198059082,1.0,6.0,0.0,1666367106.8141563
67,24558000000.0,101903.0703125,1.0,7.0,0.0,1666367106.8141563
68,24558000000.0,18.852340698242188,1.0,8.0,0.0,1666367106.8141563
69,24558000000.0,177716.078125,1.0,9.0,0.0,1666367106.8141563
70,24558000000.0,1.0,1.0,12.0,0.0,1666367106.8141563
71,24558000000.0,0.0,1.0,13.0,0.0,1666367106.8141563
72,27558000000.0,50.0,1.0,1.0,0.0,1666367106.8141563
73,27558000000.0,600.0,1.0,3.0,0.0,1666367106.8141563
74,27558000000.0,0.49999991059303284,1.0,4.0,0.0,1666367106.8141563
75,27558000000.0,25.33791160583496,1.0,6.0,0.0,1666367106.8141563
76,27558000000.0,101900.4609375,1.0,7.0,0.0,1666367106.8141563
77,27558000000.0,18.810728073120117,1.0,8.0,0.0,1666367106.8141563
78,27558000000.0,178646.203125,1.0,9.0,0.0,1666367106.8141563
79,27558000000.0,1.0,1.0,12.0,0.0,1666367106.8141563
80,27558000000.0,0.0,1.0,13.0,0.0,1666367106.8141563
81,30558000000.0,50.0,1.0,1.0,0.0,1666367115.824386
82,30558000000.0,600.0,1.0,3.0,0.0,1666367115.824386
83,30558000000.0,0.49999991059303284,1.0,4.0,0.0,1666367115.824386
84,30558000000.0,25.38356590270996,1.0,6.0,0.0,1666367115.824386
85,30558000000.0,101904.609375,1.0,7.0,0.0,1666367115.824386
86,30558000000.0,18.798147201538086,1.0,8.0,0.0,1666367115.824386
87,30558000000.0,178833.390625,1.0,9.0,0.0,1666367115.824386
88,30558000000.0,1.0,1.0,12.0,0.0,1666367115.824386
89,30558000000.0,0.0,1.0,13.0,0.0,1666367115.824386
90,33558000000.0,50.0,1.0,1.0,0.0,1666367115.824386
91,33558000000.0,600.0,1.0,3.0,0.0,1666367115.824386
92,33558000000.0,0.49999991059303284,1.0,4.0,0.0,1666367115.824386
93,33558000000.0,25.375957489013672,1.0,6.0,0.0,1666367115.824386
94,33558000000.0,101903.6640625,1.0,7.0,0.0,1666367115.824386
95,33558000000.0,18.792659759521484,1.0,8.0,0.0,1666367115.824386
