,lux,timestamp,epoch
0,1.0,38285.0,1666387482.0083027
1,1.0,43285.0,1666387487.0183506
2,0.0,48285.0,1666387492.06435
3,1.0,53285.0,1666387497.0743492
4,1.0,58285.0,1666387502.0183513
5,1.0,63285.0,1666387507.0303512
6,0.0,68285.0,1666387512.024357
7,1.0,8284.0,1666387546.0303493
8,0.0,138285.0,1666389173.9023502
9,0.0,143285.0,1666389178.9123497
10,0.0,148285.0,1666389183.9073515
11,0.0,153285.0,1666389188.91835
12,0.0,158285.0,1666389193.9134302
13,0.0,163285.0,1666389198.9894311
14,0.0,168285.0,1666389203.918431
15,0.0,173285.0,1666389208.9134285
16,0.0,178285.0,1666389213.9244316
17,0.0,183285.0,1666389218.9194298
18,0.0,188285.0,1666389223.9304283
19,0.0,193285.0,1666389228.9254296
20,0.0,198285.0,1666389233.9344292
21,0.0,203285.0,1666389238.93043
22,0.0,208285.0,1666389243.9394293
23,0.0,213285.0,1666389248.93543
24,0.0,218285.0,1666389253.931429
25,0.0,223285.0,1666389258.9434345
26,0.0,228285.0,1666389263.9864373
27,0.0,233285.0,1666389268.995436
28,0.0,238285.0,1666389273.9414299
29,0.0,243285.0,1666389278.951432
30,0.0,248285.0,1666389283.9484305
31,0.0,253285.0,1666389288.9574296
32,0.0,258285.0,1666389293.9534411
33,0.0,263285.0,1666389298.9474285
34,0.0,268285.0,1666389303.9574327
35,0.0,273285.0,1666389308.9524312
36,0.0,278285.0,1666389313.963105
37,0.0,283285.0,1666389318.9580994
38,0.0,288285.0,1666389323.968102
39,0.0,293285.0,1666389329.0140982
40,0.0,298285.0,1666389334.007104
41,0.0,303285.0,1666389338.9691007
42,0.0,308285.0,1666389343.9643235
43,0.0,313285.0,1666389348.974099
44,0.0,318285.0,1666389353.9701018
45,0.0,323285.0,1666389358.9801025
46,0.0,328285.0,1666389363.975099
47,0.0,333285.0,1666389368.9851003
48,0.0,338285.0,1666389373.9800987
49,0.0,343285.0,1666389378.9750986
50,0.0,348285.0,1666389383.9871016
51,0.0,353285.0,1666389388.9810996
52,0.0,358285.0,1666389394.0410988
53,0.0,363285.0,1666389399.037102
54,4.0,8283.0,1666389410.7771
55,3.0,13284.0,1666389415.7721014
56,3.0,18284.0,1666389420.7821002
57,2.0,23284.0,1666389425.7771
58,3.0,28284.0,1666389430.7881007
59,3.0,33284.0,1666389435.782099
60,3.0,38284.0,1666389440.777099
61,3.0,43284.0,1666389445.7881007
62,4.0,48284.0,1666389450.783099
63,3.0,53284.0,1666389455.7931006
64,3.0,58284.0,1666389461.3751118
65,3.0,63284.0,1666389465.8491
66,0.0,68284.0,1666389470.794099
67,0.0,73284.0,1666389475.8040998
68,0.0,78284.0,1666389480.7991009
69,6.0,83284.0,1666389485.7941139
70,6.0,88284.0,1666389490.8050988
71,2.0,93284.0,1666389495.8001008
72,3.0,98284.0,1666389500.810104
73,3.0,103284.0,1666389505.8050995
74,2.0,108284.0,1666389510.8161008
75,3.0,113284.0,1666389515.8111038
76,3.0,118284.0,1666389520.8060994
77,3.0,123284.0,1666389525.8660986
78,3.0,128284.0,1666389530.8620987
79,1.0,133284.0,1666389535.8220987
80,2.0,138284.0,1666389540.8311
81,2.0,143284.0,1666389545.8270988
82,52.0,148284.0,1666389550.8220997
83,0.0,153284.0,1666389555.8331003
84,0.0,158284.0,1666389560.8271022
85,0.0,163284.0,1666389565.8231
86,0.0,168284.0,1666389570.8330991
87,0.0,173284.0,1666389575.8280995
88,0.0,178284.0,1666389580.8381004
89,0.0,183284.0,1666389585.8341005
90,0.0,188284.0,1666389590.924102
91,0.0,193284.0,1666389596.6051111
92,0.0,198284.0,1666389600.8491008
93,0.0,203284.0,1666389605.8441026
94,0.0,208284.0,1666389610.8400989
95,0.0,213284.0,1666389615.8501031
96,0.0,218284.0,1666389620.8451014
97,0.0,223284.0,1666389625.8551006
98,0.0,228284.0,1666389630.8501012
99,0.0,233284.0,1666389635.8601022
100,0.0,238284.0,1666389640.8670988
101,0.0,243284.0,1666389645.8511014
102,0.0,248284.0,1666389650.8621042
103,0.0,253284.0,1666389655.9060981
104,0.0,258284.0,1666389660.9151099
105,0.0,263284.0,1666389665.877099
106,0.0,268284.0,1666389670.872099
107,0.0,273284.0,1666389675.8666825
108,0.0,278284.0,1666389680.8766823
109,0.0,283284.0,1666389685.9086812
110,0.0,288284.0,1666389690.8676825
111,0.0,293284.0,1666389695.8776858
112,0.0,298284.0,1666389700.872681
113,0.0,303284.0,1666389705.8836968
114,0.0,308284.0,1666389710.8786814
115,0.0,313284.0,1666389715.8896854
116,0.0,318284.0,1666389720.9346802
117,0.0,323284.0,1666389725.9416814
118,0.0,328284.0,1666389730.949685
119,0.0,333284.0,1666389735.884683
120,0.0,338284.0,1666389740.8946824
121,0.0,343284.0,1666389745.8896818
122,0.0,348284.0,1666389750.8996816
123,0.0,353284.0,1666389755.9106812
124,0.0,358284.0,1666389760.9066956
125,0.0,363284.0,1666389765.9006815
