,_415,_445,_480,_515,_clear_1,_nir_1,_555,_590,_630,_680,_clear_2,_nir_2,flicker,timestamp,epoch
0,167.0,318.0,367.0,479.0,1716.0,238.0,1293.0,1202.0,1573.0,627.0,1715.0,238.0,1.0,122985.0,1666366456.7815979
1,167.0,317.0,367.0,479.0,1715.0,240.0,1297.0,1205.0,1577.0,628.0,1719.0,240.0,1.0,128087.0,1666366461.760847
2,168.0,318.0,368.0,480.0,1718.0,240.0,1297.0,1204.0,1578.0,628.0,1720.0,240.0,1.0,133005.0,1666366466.785401
3,168.0,317.0,368.0,480.0,1718.0,240.0,1297.0,1205.0,1577.0,629.0,1719.0,240.0,1.0,138087.0,1666366471.7962651
4,168.0,319.0,369.0,480.0,1718.0,240.0,1296.0,1204.0,1578.0,629.0,1721.0,240.0,1.0,142985.0,1666366477.0447204
5,168.0,318.0,369.0,480.0,1718.0,238.0,1297.0,1205.0,1579.0,629.0,1719.0,240.0,1.0,148107.0,1666366481.8002048
6,168.0,318.0,369.0,481.0,1720.0,238.0,1297.0,1206.0,1579.0,629.0,1719.0,238.0,1.0,152985.0,1666366486.7965982
7,168.0,318.0,369.0,481.0,1721.0,240.0,1299.0,1205.0,1578.0,630.0,1720.0,240.0,1.0,158087.0,1666366491.7761486
8,168.0,323.0,372.0,487.0,1735.0,240.0,1305.0,1213.0,1589.0,637.0,1735.0,240.0,1.0,163005.0,1666366496.801753
9,168.0,322.0,372.0,486.0,1734.0,240.0,1305.0,1211.0,1586.0,637.0,1734.0,240.0,1.0,168087.0,1666366501.7983928
10,168.0,323.0,372.0,486.0,1733.0,240.0,1305.0,1211.0,1588.0,636.0,1735.0,240.0,1.0,172985.0,1666366506.8498313
11,168.0,323.0,372.0,486.0,1733.0,240.0,1304.0,1212.0,1588.0,636.0,1735.0,240.0,1.0,178107.0,1666366511.875114
12,168.0,322.0,372.0,485.0,1731.0,240.0,1303.0,1208.0,1583.0,632.0,1728.0,240.0,1.0,182985.0,1666366516.8128297
13,166.0,319.0,367.0,481.0,1710.0,238.0,1306.0,1212.0,1587.0,637.0,1730.0,240.0,1.0,188087.0,1666366522.0810044
14,168.0,322.0,371.0,486.0,1723.0,240.0,1300.0,1207.0,1580.0,634.0,1719.0,238.0,1.0,193005.0,1666366526.8035882
15,128.0,244.0,298.0,394.0,1428.0,210.0,1088.0,1024.0,1329.0,567.0,1540.0,222.0,1.0,198087.0,1666366531.8124058
16,154.0,294.0,346.0,453.0,1611.0,230.0,1185.0,1107.0,1445.0,599.0,1613.0,230.0,1.0,202985.0,1666366536.7952702
17,163.0,313.0,362.0,473.0,1665.0,234.0,1264.0,1174.0,1535.0,622.0,1672.0,236.0,1.0,208107.0,1666366541.8187587
18,168.0,321.0,370.0,485.0,1712.0,240.0,1297.0,1204.0,1575.0,633.0,1709.0,240.0,1.0,212985.0,1666366546.81386
19,168.0,322.0,371.0,485.0,1713.0,240.0,1296.0,1203.0,1574.0,633.0,1711.0,240.0,1.0,218087.0,1666366551.7947273
20,167.0,322.0,371.0,485.0,1713.0,238.0,1298.0,1204.0,1576.0,633.0,1712.0,240.0,1.0,223005.0,1666366556.8194728
21,167.0,321.0,370.0,483.0,1708.0,238.0,1299.0,1206.0,1576.0,633.0,1714.0,240.0,1.0,228087.0,1666366561.8294291
22,168.0,322.0,371.0,486.0,1716.0,240.0,1298.0,1204.0,1577.0,633.0,1714.0,240.0,1.0,232985.0,1666366567.108928
23,168.0,322.0,371.0,484.0,1712.0,242.0,1298.0,1205.0,1575.0,634.0,1714.0,240.0,1.0,238107.0,1666366571.9101872
24,167.0,322.0,371.0,485.0,1716.0,242.0,1298.0,1206.0,1577.0,633.0,1715.0,240.0,1.0,242985.0,1666366577.0293949
25,167.0,322.0,371.0,485.0,1716.0,240.0,1300.0,1206.0,1578.0,635.0,1716.0,240.0,1.0,248087.0,1666366581.8109045
26,168.0,322.0,371.0,485.0,1716.0,240.0,1298.0,1206.0,1579.0,633.0,1717.0,240.0,1.0,253005.0,1666366586.8402083
27,169.0,323.0,372.0,486.0,1720.0,240.0,1267.0,1179.0,1544.0,621.0,1662.0,232.0,1.0,258087.0,1666366591.8301644
28,170.0,325.0,374.0,489.0,1744.0,242.0,1315.0,1222.0,1599.0,645.0,1737.0,241.0,1.0,262985.0,1666366596.811966
29,170.0,325.0,375.0,490.0,1735.0,240.0,1304.0,1212.0,1584.0,636.0,1721.0,240.0,1.0,268107.0,1666366601.8365316
30,169.0,320.0,371.0,483.0,1717.0,240.0,1302.0,1211.0,1583.0,636.0,1721.0,240.0,1.0,272985.0,1666366606.8317628
31,170.0,321.0,372.0,486.0,1722.0,238.0,1303.0,1214.0,1585.0,637.0,1722.0,240.0,1.0,278087.0,1666366612.1588142
32,169.0,320.0,371.0,485.0,1719.0,240.0,1299.0,1208.0,1580.0,634.0,1715.0,238.0,1.0,283005.0,1666366616.8367345
33,166.0,315.0,365.0,475.0,1692.0,234.0,1274.0,1183.0,1548.0,615.0,1673.0,230.0,1.0,288087.0,1666366621.8472755
34,163.0,311.0,361.0,470.0,1682.0,232.0,1256.0,1172.0,1526.0,616.0,1683.0,234.0,1.0,292985.0,1666366626.8284864
35,163.0,310.0,361.0,470.0,1683.0,234.0,1255.0,1171.0,1527.0,615.0,1683.0,232.0,1.0,298107.0,1666366631.8532631
36,163.0,310.0,360.0,470.0,1682.0,232.0,1254.0,1170.0,1525.0,615.0,1681.0,232.0,1.0,302985.0,1666366636.942977
37,165.0,312.0,364.0,474.0,1696.0,234.0,1265.0,1181.0,1539.0,621.0,1696.0,234.0,1.0,308087.0,1666366641.957661
38,165.0,313.0,365.0,475.0,1699.0,236.0,1266.0,1181.0,1541.0,622.0,1696.0,236.0,1.0,313005.0,1666366646.884108
39,164.0,313.0,365.0,474.0,1696.0,234.0,1269.0,1185.0,1543.0,623.0,1699.0,235.0,1.0,318087.0,1666366651.848108
40,165.0,313.0,365.0,476.0,1699.0,236.0,1276.0,1189.0,1550.0,625.0,1704.0,236.0,1.0,322985.0,1666366657.196431
41,166.0,314.0,365.0,477.0,1702.0,236.0,1280.0,1194.0,1557.0,626.0,1704.0,236.0,1.0,328107.0,1666366661.854123
42,166.0,315.0,367.0,477.0,1702.0,236.0,1274.0,1188.0,1550.0,625.0,1703.0,236.0,1.0,332985.0,1666366666.8639724
43,166.0,315.0,366.0,478.0,1703.0,236.0,1269.0,1184.0,1543.0,623.0,1699.0,236.0,1.0,338087.0,1666366671.8450682
44,165.0,313.0,365.0,476.0,1700.0,236.0,1269.0,1185.0,1544.0,623.0,1700.0,236.0,1.0,343005.0,1666366676.8693573
45,166.0,314.0,365.0,476.0,1700.0,236.0,1271.0,1185.0,1545.0,623.0,1701.0,236.0,1.0,348087.0,1666366681.8649464
46,165.0,314.0,366.0,476.0,1699.0,234.0,1270.0,1185.0,1546.0,622.0,1698.0,234.0,1.0,352985.0,1666366686.8451052
47,165.0,314.0,366.0,476.0,1701.0,236.0,1273.0,1186.0,1546.0,623.0,1700.0,236.0,1.0,358107.0,1666366691.8706186
48,166.0,316.0,368.0,479.0,1709.0,236.0,1285.0,1198.0,1565.0,628.0,1709.0,236.0,1.0,362985.0,1666366696.8655043
49,167.0,316.0,368.0,480.0,1710.0,236.0,1284.0,1197.0,1562.0,628.0,1709.0,234.0,1.0,368087.0,1666366702.8463
50,167.0,317.0,368.0,480.0,1711.0,238.0,1287.0,1198.0,1565.0,628.0,1712.0,236.0,1.0,373005.0,1666366706.940728
51,167.0,317.0,368.0,480.0,1712.0,236.0,1287.0,1198.0,1566.0,629.0,1713.0,236.0,1.0,378087.0,1666366711.880614
52,167.0,317.0,369.0,481.0,1711.0,236.0,1285.0,1196.0,1563.0,628.0,1710.0,236.0,1.0,382985.0,1666366716.8614588
53,164.0,312.0,364.0,473.0,1692.0,234.0,1263.0,1177.0,1535.0,620.0,1693.0,234.0,1.0,388107.0,1666366721.8858507
54,164.0,312.0,363.0,472.0,1702.0,234.0,1311.0,1220.0,1595.0,638.0,1743.0,238.0,1.0,392985.0,1666366726.896021
55,165.0,314.0,364.0,475.0,1676.0,234.0,1168.0,1089.0,1411.0,592.0,1574.0,228.0,1.0,398087.0,1666366731.86156
56,135.0,253.0,310.0,406.0,1450.0,216.0,1129.0,1058.0,1373.0,581.0,1522.0,222.0,1.0,403005.0,1666366736.8867967
57,138.0,259.0,315.0,414.0,1486.0,218.0,957.0,915.0,1180.0,533.0,1450.0,216.0,1.0,408087.0,1666366741.8809185
58,143.0,271.0,326.0,428.0,1533.0,224.0,1266.0,1178.0,1540.0,622.0,1661.0,232.0,1.0,412985.0,1666366747.2839506
59,147.0,276.0,329.0,432.0,1533.0,222.0,1260.0,1176.0,1529.0,617.0,1646.0,228.0,1.0,418107.0,1666366751.8859904
60,148.0,280.0,333.0,438.0,1557.0,224.0,1194.0,1113.0,1447.0,593.0,1607.0,226.0,1.0,422985.0,1666366756.8974767
61,150.0,284.0,336.0,441.0,1600.0,226.0,1188.0,1112.0,1449.0,593.0,1633.0,226.0,1.0,428087.0,1666366761.8774595
62,166.0,318.0,367.0,479.0,1715.0,236.0,1298.0,1204.0,1575.0,626.0,1714.0,234.0,1.0,433005.0,1666366766.9024866
63,170.0,329.0,376.0,494.0,1756.0,238.0,1212.0,1135.0,1483.0,608.0,1671.0,262.0,1.0,438087.0,1666366772.1767948
64,148.0,289.0,335.0,443.0,1606.0,222.0,1122.0,1057.0,1375.0,580.0,1598.0,222.0,1.0,442985.0,1666366776.878313
65,166.0,321.0,368.0,483.0,1716.0,236.0,1269.0,1183.0,1550.0,630.0,1710.0,238.0,1.0,448107.0,1666366781.9036708
66,155.0,295.0,346.0,450.0,1630.0,230.0,1192.0,1117.0,1450.0,588.0,1628.0,230.0,1.0,452985.0,1666366786.8992856
67,152.0,290.0,340.0,444.0,1612.0,224.0,1297.0,1205.0,1574.0,626.0,1716.0,240.0,1.0,458087.0,1666366792.3211296
68,167.0,317.0,368.0,479.0,1721.0,238.0,1301.0,1209.0,1578.0,627.0,1723.0,240.0,1.0,463005.0,1666366796.9044285
69,166.0,316.0,366.0,477.0,1713.0,236.0,1296.0,1201.0,1571.0,622.0,1715.0,236.0,1.0,468087.0,1666366801.9152727
70,166.0,317.0,366.0,478.0,1715.0,234.0,1297.0,1204.0,1575.0,624.0,1718.0,234.0,1.0,472985.0,1666366806.8950255
71,167.0,317.0,367.0,480.0,1719.0,236.0,1298.0,1207.0,1576.0,625.0,1719.0,234.0,1.0,478107.0,1666366811.9047277
